,Cvlt_attention_span,Cvlt_delayed_memory,Pts-2_subtest_3,Rwt_animal_categories,Rwt_s_words,Tap_alertness,Tap_simon_congruent,Tap_simon_incongruent,Tap_working_memory,Tmt-A,Tmt-B,Vocabulary_test
betw cen e-plv delta,-0.2206772241082013,-0.2961810108963745,0.2156023523452999,-0.18925356630265644,0.21609542989167438,-0.2273971599258001,0.2165233197484911,-0.2711296248260335,-0.32235938878053916,-0.2769532345710331,-0.26165426242236967,-0.2818808124737085
betw cen e-plv gamma,0.22881282609190404,-0.23020286837561077,0.32651390914800404,0.18304201993076638,0.27456667753193637,0.18457762114864995,-0.23546015309877702,-0.2397081137602362,0.19117708311796322,-0.1874162182575943,0.20366553154420688,0.2252806287073558
betw cen e-plv theta,-0.23273231995679153,0.23201097115078023,-0.29351100794485135,0.2567887333574026,-0.1880397264157677,0.25587128373036394,-0.1813599679426249,0.25886152972468524,0.23318621049951266,-0.19813575966996164,-0.257171272525181,-0.1957822015190601
betw cen e-wpli alpha,0.25123279382013464,-0.20705234622593677,-0.1887612403469035,-0.19854195425682555,0.1980085924964141,0.1626539927303554,-0.2316441786463056,-0.24583391760562526,-0.2434634589891071,-0.18799600302445435,0.24332978432836158,-0.2745197296025412
betw cen e-wpli beta,0.21414644323218587,-0.15810978661033975,-0.2691177199711663,-0.17674732418511985,0.1864610842391066,0.20046977271685676,-0.20960054215528826,-0.25023200937415446,-0.2357002567443986,0.16916789755757988,-0.22118888146022045,0.21296934238014337
betw cen e-wpli delta,0.2692783119095285,0.22304991718305592,-0.18239910045336374,-0.23194399943964256,-0.2373366769625365,-0.2132363611428403,-0.24207410565507367,-0.22747611767932396,0.27352082327176214,0.15401829111629087,-0.2608951864598672,0.21524487122332903
betw cen e-wpli gamma,0.2552213157636933,0.21725189411339801,0.22244946582393624,0.17553107012928637,-0.18407360799113168,0.20514727435767935,0.179805038856563,-0.1963621054195894,0.21736635071333263,0.2890894168683111,-0.1692432526437176,-0.22712921630462896
betw cen e-wpli theta,0.22280842628949904,0.22736080881957263,-0.2053670177666762,-0.3109461987702721,0.2535829496371078,-0.22429644714263994,0.2787069369323742,-0.19251106708720073,-0.23718627193897393,-0.22715499366938247,0.23843383453943606,0.3075787975958353
betw cen s-lcoh alpha,0.2348003988764869,0.22985164020297916,0.25555075198557975,-0.2109023851077294,-0.321290833751773,0.20337301445448291,-0.26814425863305347,-0.1906042122855204,0.27426956536139196,-0.2889900652909553,-0.2512849855005177,-0.21630522559184323
betw cen s-lcoh beta,0.22428232579689025,-0.2247346091706217,0.27273044981054473,-0.22634414841488398,-0.198735035263086,-0.2399856272777688,-0.17294824680225152,0.2490659334758321,0.2384666173604648,0.28155299124766653,-0.2201074784569509,-0.21276652033433638
betw cen s-lcoh delta,0.21636537326749686,-0.24927674881215467,0.2071997557909713,0.19000864482931198,-0.29498082918853813,0.2045777697278782,0.27398096454892207,-0.1877780850334462,0.23419694722413098,-0.1897696138545161,-0.23645745945019295,-0.24120272231644768
betw cen s-lcoh gamma,-0.20747048590373765,0.2516452002997984,-0.2517061063184801,-0.23828141285242918,0.21307978611257994,0.24275048294885934,-0.2177188355614295,-0.22578595455535178,-0.2666207479765443,-0.20931041662536046,0.24750212356857246,-0.22839323232424374
betw cen s-lcoh theta,-0.24350946852687697,-0.19084749529320258,0.24042369174006745,0.2056830664990482,0.27244327769917615,-0.2575969412757134,0.28557613533995824,-0.22527391521510803,0.19191815393085276,0.28822706083307653,-0.2206031608834593,0.1855109550836515
betw cen s-lps alpha,-0.19967193363728541,-0.17077787751629628,-0.1869109156039118,-0.24490745044865056,-0.2546703379174171,-0.19803819996650204,-0.1785169456886836,0.22502909506493432,-0.1817642412243343,-0.22602851897512166,0.22690101949228791,-0.23521581210098189
betw cen s-lps beta,0.21336638556833198,-0.18470845813678177,0.22954132281151737,0.2546223233082758,-0.15923651936198144,-0.20045744391372428,0.20196958959442374,-0.20985886477705892,0.201589701258592,-0.18241623797956902,-0.2813478179568646,0.18281698755706374
betw cen s-lps delta,-0.22773266354661692,-0.26084747188673063,0.26392330146440235,0.20166009928703074,-0.17986002480379318,0.2143846338518912,-0.17981652239960566,-0.20198549741930308,-0.19536927387634356,0.23941779545953926,-0.19778029624612625,0.24484704557187595
betw cen s-lps gamma,-0.16789181038778656,-0.20455067556770556,-0.2245752476884325,-0.1921358549375495,0.17651539821524617,-0.2467963977836009,-0.2677181984307671,-0.26868005847000015,0.21701891745860472,-0.1861808577148917,0.20008973735177737,-0.2018480844294768
betw cen s-lps theta,-0.27405164406881094,-0.22928514306079623,-0.20446368561400374,0.18368520032047223,0.23423623419460451,-0.2090879204968039,0.28124952045006374,-0.22192063814214813,0.2107224406648939,0.2119817429097545,0.23690407358630372,-0.19825616629810802
clust coef e-icoh alpha,0.14234131541969877,0.14563785063574644,-0.19259129059810368,0.2559280130227854,0.08501958427669849,0.24763529307321872,0.23066402733083724,0.16849399519517017,0.17561123739324025,0.2215464000001065,0.23059992511270452,0.1685096270881351
clust coef e-icoh beta,-0.10911233800501673,0.10993426821123445,-0.15196387630437264,0.1298183917410684,0.17966463108781586,0.10450496158093049,-0.1751682158733577,-0.19430339289001147,-0.15187067123039932,-0.20943639623234916,0.2025649104546956,0.13309506022428025
clust coef e-icoh delta,-0.14685760782186016,-0.16982997938314234,0.15062844452311477,-0.12410327472391627,0.13784302522568043,-0.10054332663199425,0.16014238129746394,0.2568838760303074,0.1903994319534173,0.22316061053249797,0.17864188059993405,0.2262369385004223
clust coef e-icoh gamma,0.16051445336145817,0.1292664630269677,0.14140891720852022,0.24543696855027622,0.2530925063266275,-0.19405846169463642,-0.19654595316770399,-0.15291794149079938,-0.18081461787844075,-0.25537632568390367,-0.12938482332883022,0.14630752424820737
clust coef e-icoh theta,0.16831344252999225,-0.12093547458761576,-0.2158970991930109,0.15623909664003394,-0.14893631363826962,0.08625632382191117,0.2073455577177689,0.15857801729454243,-0.1328015032565536,0.22757400368541555,0.31112267916097053,-0.14359449735425023
clust coef e-plv alpha,0.161725077011478,0.11700222297343119,-0.17096739178955736,0.19681619894853863,0.07700598660849466,0.1342868662719827,0.3098527555781738,0.2583885109454614,0.17095125513334813,0.2597486215389669,0.23050174890696348,0.08485527531626451
clust coef e-plv beta,0.1782143683963787,0.16418751371672047,-0.17551061331342424,-0.17717776806273083,0.09534237841990545,0.1808994402475358,0.21261293355222974,0.22010822416629386,0.22050780336997658,-0.13237667957217236,0.31792195220043223,0.18085770276436985
clust coef e-plv delta,-0.16761279696404147,0.12395806061573547,-0.1930272562998889,-0.1741225455709546,-0.1946561175101875,0.1974789395929111,0.26655159272574647,0.36020366234373263,0.2953803159856761,0.2566571914670319,0.3131957953194095,0.2589961043601661
clust coef e-plv gamma,0.2087303542917562,0.1439606700463356,-0.20993125274752908,-0.133819659192901,-0.197962155235786,0.11395580138130347,0.22368424062691575,0.20624229421222703,0.20219893627439847,0.12839937441315405,0.2334242034034413,0.16299137187646703
clust coef e-plv theta,0.2024199498010454,0.1605745967307999,-0.21284304472418925,-0.17371579194078543,-0.23118714847810795,0.1544900628300161,0.27890378313078906,0.29375313947477816,0.23578231650994638,0.28777697867565416,0.33903668593748465,0.11863787697967615
clust coef e-wpli alpha,0.1312044967189467,0.11062985197546489,-0.16445773549500664,0.2566386893092045,0.08563460789231812,0.24188121810415858,0.2206019010618867,0.18547193939711992,0.19713483012425598,0.25656129777203834,0.2307414815023777,0.16300750712562395
clust coef e-wpli beta,0.10409066191594,0.12188046174099458,-0.1623536273448117,0.1162264221217078,0.1389450378008799,0.09300137836897611,-0.14305937046372488,-0.15007762914717035,-0.1383108306417176,-0.18341267395767005,0.21085737508845148,0.14021070510248387
clust coef e-wpli delta,0.12598526155225764,-0.16653968512997336,-0.16783302784935422,0.09829041513745072,0.14183267656120557,0.11522763461851243,0.1697958121722366,0.2639344262852322,0.17467741439260537,0.26396337775225504,0.19071527073850816,0.2408531692010018
clust coef e-wpli gamma,0.14769838250100112,0.11464318724671546,0.1878576208992464,0.2569266160361782,0.2576651726137623,-0.17512253164764605,-0.19726516573287745,-0.15433581445333447,-0.19359817528811052,-0.25213420551983595,-0.13535758970600684,0.1614493030641838
clust coef e-wpli theta,0.15942558123601336,-0.13458859406512555,-0.2238408531908024,0.20791280360079403,-0.1688434163193112,0.09763888879046864,0.22211795548498248,0.15025343626168758,-0.1280570431212984,0.2025115015438861,0.3076522644464031,-0.13226755244608943
clust coef s-lcoh alpha,0.15830684552906898,-0.07727157665074301,-0.10538438290311085,0.2309423714931807,0.12659655249247223,0.2298227776630448,0.12342372582724317,-0.07847390293450952,0.18262061786255376,0.2896651711937415,0.166036512416298,0.13349613641760952
clust coef s-lcoh beta,-0.0866365471287465,0.09218772980540807,-0.13703090374006663,-0.11188238475681131,0.17212430438033047,0.10024192270504347,-0.14372150266658298,-0.15263025712158937,-0.12822828205784514,-0.23920225579499105,-0.11839137145340775,-0.10264323499397655
clust coef s-lcoh delta,-0.09938370203189692,-0.15873496072276944,-0.1231993182118496,-0.10054127089990367,0.11583249605255676,0.05729871320380768,-0.06308065000194377,0.16078816387704478,0.09432525580740994,0.1950980056475988,0.09120797830101307,0.12918110978592923
clust coef s-lcoh gamma,0.1466876151271705,-0.11527241598080548,0.20442202301075912,0.18699698350563473,0.24679594484924278,-0.2151567365811903,-0.22820272210779918,-0.2551166720480173,-0.21190019282622685,-0.236992134443711,-0.2333237440301249,-0.07974731644030107
clust coef s-lcoh theta,0.13179257955463,-0.09769748541154913,0.18725415258572267,-0.09561680981555229,-0.14461971666321427,0.10795283983620066,0.13907287795962056,0.11350974932758628,-0.18034656478521296,0.13217804263254287,0.19221759500310376,-0.09399704648145901
clust coef s-lps alpha,0.10118470571617696,-0.07567676782288575,0.07553908878142555,0.18695585111606705,0.12307559945137839,0.23317475466883067,0.11623160017550861,0.08436914929403537,0.11778270692849359,0.2151991506648189,-0.07580116350239396,0.09013380682617259
clust coef s-lps beta,0.16387525487944501,0.15668481910187973,-0.14442625877613888,-0.10357821232964984,0.214828434835883,-0.11342377778297373,-0.11343466242205626,-0.23570026033562075,-0.18384440546240785,-0.16702170166341482,-0.12415408641364997,-0.10098591440200105
clust coef s-lps delta,-0.10266180440111582,-0.16711857556533616,-0.1604766802708101,-0.05922150044642719,0.08902752627737219,-0.07000106203431625,-0.08071163231391025,0.15422850361720056,0.10556537960233839,0.18392182381442154,0.09503228398976338,0.1550228638285403
clust coef s-lps gamma,0.09893115391225002,0.104220871305697,0.10440919646490711,0.18433251871475137,0.2313494781313012,-0.23859089190161267,-0.22331664309360488,-0.26449609576797556,-0.22004659983421074,-0.12892450655240445,-0.27468332465801243,-0.10485837419966286
clust coef s-lps theta,-0.10365878858348512,-0.16776839723981463,-0.13167770383340932,-0.08749773314144534,-0.14776113840247593,0.0880053799434588,0.10369903582554951,0.14071190468288877,-0.18997247620496074,0.12021872895691828,0.1889389663648677,-0.08682377571340927
correlation dimension,-0.19337817620241501,0.23011924452691734,-0.17421877810234493,-0.2713001010573245,0.19580385674825837,-0.15997926768145282,0.22623002478618057,-0.1983515229424667,0.2205671662013128,-0.1885315707237545,-0.14542407554582776,-0.25184818898364875
dfa exponent alpha,0.09188794307551203,0.09787824566606952,-0.14419909769994554,-0.11807280938674537,-0.21947655011675557,0.0873660382802299,0.12658369468502118,-0.15386090692320997,-0.21999180337451574,0.08707604142057486,0.2011516297255396,-0.15823377841076822
dfa exponent beta,0.1406023360969947,0.15018202614812026,-0.12694173957822685,-0.18044779303336048,-0.14619957286541937,-0.10095889871309303,0.119329922241986,-0.13800630168674696,-0.22374307767779983,-0.1695879995960994,0.18116478077072157,0.10247035732443809
dfa exponent delta,0.1643278029990919,0.22692962687120283,0.1558875676204395,-0.3083603840577936,-0.19830281887417756,-0.12002269709272922,0.17388961575749376,0.16957851960290635,-0.19515759120359624,-0.13712113429113915,0.11475885184098877,-0.28643524806931275
dfa exponent gamma,0.1690163852945199,0.17851562401807228,0.17697912936154286,-0.20622180536301213,-0.17016034421000606,-0.1533141308422915,0.14099991099138692,-0.14628978495257183,-0.21009875921375504,-0.20552986975296889,0.11449172123467012,-0.11004700932141093
dfa exponent theta,0.09718528299381529,0.1830872567842973,0.09648609347404224,-0.13605908929158517,-0.14994458655458284,-0.0752824808452036,0.2207845582212958,-0.1183022056051404,-0.20548444067027538,0.13228306906039297,0.16237431162539923,-0.18024686833200054
higuchi fractal dim,0.2322858284991637,0.12234494695197741,-0.19241460976106445,-0.08494523985549615,0.20943040228392024,-0.13287346452363022,0.14480374633608206,0.13521393673798626,-0.16219980388289906,0.133906412325641,0.13554480944718741,0.16067942117583917
hjorth activity,0.2772534906417424,0.18076483072938318,-0.09485695848316067,0.19773025205004238,0.17824481820566052,-0.11364754736510384,0.16034558738730662,-0.10517831866689309,-0.1981257327704065,0.10176375903708748,-0.15660931349758161,-0.16291300066627623
hjorth complexity,-0.23042739485046146,-0.09660605957096387,0.22124800454334304,-0.15901553293585158,-0.19436575320095445,0.1725149310069053,0.10601649853555288,-0.08844696106712334,0.15750329064987695,-0.10677077982567947,-0.09116916445223172,-0.10429594551476436
hjorth mobility,0.1501885457583475,0.12301078535786905,-0.10632056188378648,-0.16266488994360523,0.23893553150165797,-0.1067860413008079,-0.1524410988138764,0.09183067721926018,-0.11731465383526582,-0.11035766065508118,-0.08562335041164996,0.15638744490009732
katz fractal dim,0.2986013570167607,0.194795487447347,-0.10493464986337454,0.17300511565436627,0.24044451137641248,-0.15784203983580192,0.15252786096459575,-0.10569204075476811,-0.21681132552638752,-0.10167471489173632,-0.162152844370588,-0.14942854244227527
kurtosis ampl alpha,-0.12504341013573364,0.10709473054212273,0.06025963821201658,-0.19100967662123616,0.2020409735639103,-0.10197271192192743,-0.21467010981007512,-0.11366272434930909,-0.19637909561762967,-0.22561731567090423,-0.12877521758620555,0.14448654612906878
kurtosis ampl beta,0.16311717934907205,0.17985187703883077,-0.1416636129606158,0.13578944362664158,0.17935140344714715,-0.171667803303127,-0.23525557167548428,-0.24778072063316195,-0.32986098824872906,-0.2695800084590203,-0.13726175146386815,-0.13261100274957255
kurtosis ampl delta,0.26283627237319457,0.24023953067557263,-0.18475538074759587,0.12392960463463058,0.19508823447432175,-0.26623556874701393,-0.15662623097883818,-0.20422393720919807,-0.2901495372706282,0.1454912839541479,0.12374996575280889,-0.20670176184257474
kurtosis ampl gamma,0.20578534571618606,0.20163920796975895,0.218907557091654,0.2121402991952488,0.23918016914801962,-0.13020877980581547,-0.12907239848197058,-0.18784647704774224,-0.2557898738560683,-0.3041633846034811,-0.21178205795647767,-0.28844293407155286
kurtosis ampl theta,0.19403287779682807,0.24114790815714984,-0.22797334913246117,0.15263544228735548,0.2360318884093273,-0.19621852317111696,0.18087625210489308,0.08956345040477173,-0.206116883142588,-0.14092263434266933,-0.12857201567199733,-0.2373195496356354
life time alpha,0.22630903450296141,0.19309313770857253,-0.1641319084968303,0.264847188505447,0.17246496801872205,0.07145230241093138,0.24012338497373767,0.06993470022938686,-0.13614865366958734,0.19702067082911665,0.11903065837451225,0.09734626319931772
life time beta,0.12085561713006718,-0.09550776941691583,-0.10455375351339377,-0.1361209432691326,0.22851671136642118,-0.16914697045953875,-0.29643887043406575,-0.24556057993639904,-0.2604772543458079,-0.29489594393731844,-0.10709882462561132,0.09758368186548388
life time delta,0.29228376573247805,0.25233706824102525,0.1822702693537738,-0.19256686438265308,-0.16183824166645377,0.19036414244606625,-0.23177886334528966,-0.203134186439261,-0.19569113728728735,0.14827778310562825,-0.22052935906137355,-0.2311528576704389
life time gamma,0.11367687157729281,0.11899973819110607,0.14096377328143425,-0.19806845169759876,0.11855222466389613,-0.1205935378634693,-0.24451172322854206,-0.23083474136112442,-0.2447483872275341,-0.29119947031363835,-0.21393051864490398,-0.17726876234475109
life time theta,-0.1349769590444571,0.14544581589708913,0.19523825132750372,-0.27314690485726634,-0.08806299528447772,-0.12437749645369203,-0.19438872724473402,-0.1567951888365787,-0.2839258968482548,-0.22528168773842683,-0.15315523063469919,-0.21260708135140097
lyapunov exponent,0.191393396631984,0.12005684246437731,-0.13611078665366733,0.19723666337523038,0.1563623236885766,-0.12033323447201183,-0.14168715855366376,-0.1467281611342252,-0.2651943162512156,-0.2539173716100732,-0.13090312976645346,-0.1935607539220569
lzc exhaustive,-0.14893427533536677,-0.11029350061578767,-0.09057761093669006,-0.21264988379933716,0.17383219523857538,-0.09952494669699391,-0.21437785835502046,0.0811429745821802,0.13278780414162986,-0.15251207233760447,0.0769107829440254,0.14022453531604695
lzc primitive,-0.1473078587429302,-0.11178076853272774,-0.09019442003038412,-0.2179034040002299,0.1632556181164324,-0.0996002976787316,-0.21137771451172552,0.06263071374444372,0.12670768030131005,-0.15118554289019367,0.08135839338085261,0.1473194348739059
mean ampl alpha,0.24416693953882743,0.17303561377027005,-0.10657525763588205,0.20085859878993892,0.16838386335745417,-0.09617296969120807,0.1798967530875616,-0.05442029317556108,-0.15012860044926374,0.11774375835279892,-0.11132268464005195,-0.13183651079004016
mean ampl beta,0.2957390475899585,0.20743040042787478,-0.11693059033144335,0.17133696874412194,0.26118841198799975,-0.14161417840520252,-0.12372054371128302,-0.12953102884144874,-0.23597182093305813,-0.13755722228503842,-0.17800031051125417,-0.13757143934752983
mean ampl delta,0.2348104497351634,0.15444476480851924,0.10383555738361076,0.18146924737429088,0.126486808501581,-0.1061535497268279,0.13264334594841912,-0.16397095761259048,-0.21492313085273204,-0.175106453424657,-0.2685393207126829,-0.1950751623072139
mean ampl gamma,0.31743838534724067,0.2716689339172476,0.11615961940618107,0.11067811979558012,0.3087327097084845,-0.2558416999933783,-0.11960847441008493,-0.11380200011535518,-0.27760343118630315,-0.17812025526731154,-0.23339223905738607,-0.12499055507631662
mean ampl theta,0.25581373632364857,0.15486577603423762,-0.08835877497023588,0.13526157796052318,0.07449102015057046,-0.1285990088323284,0.10971758922808042,-0.134339467583959,-0.19961665311127352,-0.09669965866814219,-0.131695388915108,-0.21363530890886445
microstate A,-0.15282360698669117,-0.10568881098691903,0.10543039438703744,-0.0751168838815772,0.06079817095374512,-0.11102396318278235,-0.14357081051007045,-0.10986358952659123,0.09406850478948593,0.01904405292942175,-0.013356530315933876,0.04191015716731376
microstate B,-0.1863300732147978,-0.14357806817024213,-0.10513198170734046,-0.23611134178218438,-0.05732663584787032,-0.10556444205142411,-0.07000710084117417,-0.1016257610421999,-0.11560226446979836,-0.03240750254139283,0.069544222152504,0.10945461517379243
microstate C,0.13246336153908123,0.05801031307412536,-0.13446788432483464,0.1988156901080781,-0.1930915633333088,-0.10189736094018975,0.17505177193423435,0.08383944474120424,0.11974652013528954,0.18072121356455212,0.12996732779740036,0.14496829856818264
microstate D,-0.10400705163314042,0.12387111264520669,0.15955578019841615,-0.1120400589168207,0.08516133693159966,0.13320143124687667,-0.03724151158902942,-0.03630987717100683,0.07529718517833545,-0.15919494960536953,-0.09603459455535225,0.05381336097393615
microstate E,0.09979260337858294,0.061822295150467124,-0.03196546416615653,-0.14854048439261874,0.1669411871438631,0.06591970102907674,-0.12018384446222372,0.09261838442066857,0.1209577529785746,-0.10025229174933194,-0.009982008639532122,-0.13664166946088585
mod index alpha-beta,0.22018418639611875,0.24653410612096052,0.24856699215099934,0.18068316170699766,0.2604590717152017,0.22522865114012855,0.16186620823938766,0.161354399778347,-0.2883298381715914,-0.2949370412351728,-0.19353726586166953,-0.21775901758625554
mod index alpha-gamma,-0.14421123506128544,0.1697476076215887,-0.19459673282631568,0.1895403362605689,0.2303686412127108,-0.22985017802004032,0.2537244937062402,-0.224181469520823,0.23936235187668373,-0.2872792447349733,-0.19892097500439984,-0.28433075057213103
mod index beta-gamma,0.21538993296615394,-0.2656260499654957,0.20773995145697707,0.19624948602560635,0.20257368918636154,-0.23599927480245264,0.1731178892589902,0.21214439019959125,-0.19226707795468717,-0.20294987272099954,-0.1622738522520828,-0.2764452238055828
mod index delta-alpha,-0.14136270882594457,0.20054778212917368,0.20414897080806213,-0.20466334482494825,0.23899726249653427,-0.18657359750869235,-0.26097598293478275,-0.12848988541002201,-0.26034026319657055,-0.32693128761480766,-0.23635807373779605,0.1086271073956016
mod index delta-beta,0.2677178193490812,0.19356448723301814,0.15267518876518008,0.19504065079886765,0.2598280437675771,-0.21227969909666025,-0.19450247619681432,-0.20711219694769545,-0.18727375056498402,-0.14681781340155872,-0.2194991643612395,0.22183662555176967
mod index delta-gamma,0.24285523915142448,0.23583492953694243,0.19694865305963058,0.16730827969924422,0.26568105661510977,-0.19132299272124992,0.23169832349599148,0.17559934247280165,0.20861468843034991,-0.22649862439155932,-0.25295213567560926,0.21839059733896943
mod index delta-theta,0.2269425446093227,0.1945277792222978,-0.23398967581709704,0.14201414524788203,0.2527815650191023,-0.18452770418635986,0.17914557551949153,0.17070185856839304,0.16356971537527304,0.14937954496781505,0.15651113729184055,-0.13760140481024982
mod index theta-alpha,-0.19729030537885497,-0.0999169467645212,0.136601821707257,-0.1666250250058702,0.130556481497131,0.07518886295880223,-0.1763326552645909,-0.07142106947030527,-0.10467950350393654,-0.2577873671580273,-0.15848379407696309,0.11747844407597147
mod index theta-beta,-0.2089646685465988,0.13400055121181234,0.19797431973698845,0.10010481054393564,-0.13322234594253066,0.17493301251176033,-0.17642855027328072,-0.13710671723064582,-0.2292295732047576,-0.2578079158069545,-0.17542033115108233,0.10395249521128126
mod index theta-gamma,-0.20404636639348198,-0.14885492554531218,0.14313212900873437,-0.10499727976973441,-0.09047706149039395,0.13230034038980715,0.11199167086272413,0.10926754648637829,0.1588709189564303,-0.18153361417243924,-0.13052412394894153,0.17593645177150796
node str e-icoh alpha,0.1771530626538565,0.16289015847225122,-0.1999178089444204,0.2702443697250877,0.10798122803754619,0.2299963132573498,0.24833839071816338,0.19289008634603527,0.2079685468431135,0.2243387330709902,0.2456802469480453,0.19808092872158953
node str e-icoh beta,-0.14266062602188617,0.13187032593385664,-0.17680015396817841,0.16071795683740228,0.2124895160300135,0.12657138241465957,-0.19764189612415875,-0.2375405270148531,-0.17796748516012348,-0.22131579849547914,0.23836954437169994,0.18975514015661663
node str e-icoh delta,-0.16006879683754194,-0.17777885437306506,0.21503664057106642,-0.15559011893796632,0.17244896368671705,-0.14078303424300495,0.1842394270525137,0.2628658843424521,0.19068254699517462,0.23228877702259862,0.20377955560479422,0.25531726755238743
node str e-icoh gamma,0.17725873378839332,0.16996040133893553,0.1496762036481629,0.25713227798401656,0.22997767824516077,-0.22976112685980488,-0.2092451921756239,-0.17037764285071194,-0.19294061777177104,-0.26738815257345333,-0.14092623542234234,0.19023458756013667
node str e-icoh theta,0.1842743782422087,-0.16324023845885402,-0.22133749224002522,0.1975405860314804,-0.1910780061405045,0.1158509927401606,0.2250724350384252,0.18934654554433736,-0.1628779100716242,0.2468235213637644,0.30995141419480404,-0.17063256487006756
node str e-plv alpha,0.17542556932403688,0.14310263086348554,-0.20522282316824886,0.21277785123354767,0.09893192145530631,0.16115748303226038,0.32547679235113247,0.2889880817085773,0.22293026352565795,0.2685183282644488,0.2293966958004828,0.08809154529002475
node str e-plv beta,0.2330967395968051,0.1705507322967363,-0.20770094399944897,-0.2190551109081246,0.11635149367614656,0.1790088156148446,0.22361802740663,0.21594136723130755,0.23362927228109867,-0.19057501970040283,0.31122998803701307,0.20736330705800862
node str e-plv delta,-0.19986316778496932,0.14672012405838128,-0.19727906917045726,-0.18419312561677204,-0.2168747029993758,0.22538163646668688,0.2916281374981277,0.3673227088770407,0.29365879387692617,0.24499240842603032,0.3340593806231708,0.25832303396676304
node str e-plv gamma,0.21928138735540187,0.15280190578642236,-0.21660611709749314,-0.15130549502466753,-0.2457899582660731,-0.13647432810545873,0.23129876095978397,0.2111808758836657,0.20569449376577267,0.13462104867166436,0.210218088167347,0.1778565464211819
node str e-plv theta,0.23183098318093995,0.19780892105751635,-0.2274570739592945,-0.21047900768326577,-0.25009055090912347,0.15530979017679886,0.27995177858289894,0.3072172245956627,0.26927436931266946,0.27350936677054183,0.34260071052264235,0.1346601793925019
node str e-wpli alpha,0.15758552517592622,0.14106621786952145,-0.16881050884388316,0.27713404497767213,0.10307475711145049,0.24372845883827352,0.240559478941827,0.18762500574763616,0.22412665289566452,0.2580704818765797,0.24223951341195768,0.19997105790854347
