,ampl total power alpha,ampl total power beta,ampl total power delta,ampl total power gamma,ampl total power theta,approx entropy,betw cen e-icoh alpha,betw cen e-icoh delta,betw cen e-plv alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lcoh alpha,betw cen s-lps beta,betw cen s-lps delta,betw cen s-lps theta,clust coef e-icoh delta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-wpli delta,clust coef s-lcoh alpha,clust coef s-lps alpha,clust coef s-lps theta,correlation dimension,dfa exponent delta,higuchi fractal dim,hjorth activity,hjorth complexity,hjorth mobility,katz fractal dim,kurtosis ampl beta,kurtosis ampl delta,kurtosis ampl gamma,kurtosis ampl theta,life time alpha,life time beta,life time delta,life time gamma,lyapunov exponent,lzc exhaustive,lzc primitive,mean ampl alpha,mean ampl beta,mean ampl delta,mean ampl gamma,mean ampl theta,microstate A,microstate B,microstate C,microstate D,microstate E,mod index alpha-beta,mod index beta-gamma,mod index delta-alpha,mod index delta-beta,mod index delta-theta,mod index theta-beta,mod index theta-gamma,node str e-icoh delta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv gamma,node str e-wpli delta,node str s-lcoh alpha,node str s-lps alpha,node str s-lps theta,permutation entropy,range asymmetry alpha,range asymmetry beta,range asymmetry delta,range asymmetry gamma,range coef var beta,range coef var delta,range coef var gamma,range coef var theta,relative ampl beta,relative ampl delta,relative ampl gamma,relative ampl theta,rqa determinism,rqa entropy,rqa laminarity,rqa max diagonal,rqa max vertical,rqa mean diagonal,rqa rte,rqa trapping time,sample entropy,skewness ampl alpha,skewness ampl beta,skewness ampl delta,source ampl alpha,source ampl beta,source ampl delta,source ampl gamma,source ampl theta,spectral entropy beta,spectral entropy delta,spectral entropy gamma,spectral entropy theta,std ampl alpha,std ampl beta,std ampl delta,std ampl gamma,std ampl theta,waiting time beta,waiting time delta,waiting time gamma
hjorth activity,0.9747345252962972,0.7220569466356461,0.6161227793392071,0.4526757521307611,0.8926685373376956,0.16460002420152103,0.15351927338404622,0.09633202706128303,-0.08415226027706926,-0.07220249515608632,0.06395604903334424,-0.0516872140340734,-0.008101200879895819,0.048513357407883706,0.028948439894272298,-0.1468689852941512,-0.03296201502777467,-0.2178753347686814,-0.10042489651566591,0.4653792675158508,0.4129806912959001,0.32956307121868356,-0.042797878485532743,0.10832007196527764,0.11662165031541885,0.9999999999999998,-0.4247709417359797,-0.2626390160483482,0.8209498412060576,-0.02544127820561703,0.5255679937167371,0.22186630257837522,0.4285838228813965,0.4104148853225989,-0.14431184344812312,0.1307621704834024,-0.2196059718394754,0.4802289555217139,-0.5354449540970205,-0.5503768359479347,0.9747345252962972,0.7220569466356461,0.6144058412425882,0.4526757521307611,0.8926685373376956,-0.15956793435451574,-0.06348332949001001,-0.0682438788279083,-0.22486181159800814,-0.17019872690620355,-0.0564922863359582,0.08655240200096348,-0.2376109902303482,0.2580041964524223,0.26540164250700354,-0.39675197322307176,-0.6682336771014796,-0.09736089262515725,0.4180584443901558,-0.05538723575249606,-0.18754123962017308,-0.17434912748950313,-0.019655744778978464,0.45357988442632113,0.40242334853158407,0.33316133510202306,-0.7284635002248914,-0.41706298560009486,-0.3112566753959574,0.1827739966072207,-0.0010936347716495162,-0.11924728703232271,0.3940669742847423,0.23098525305430043,0.4092317386966339,-0.41303092086787563,-0.612022219736112,-0.8146300477865881,0.04410841368162213,0.5447465575619478,0.7306781677165407,0.42690341538257803,0.4571735819849356,0.5897842183251176,0.7283995716787407,0.22922721803515608,0.34296066796198077,-0.7297694690962557,-0.3028637705513152,-0.03789364573082885,0.35575550984157134,0.5783592738630422,-0.32923886216320497,0.02032699451356084,-0.5332028886570209,0.5962181698627134,-0.4224192845025787,-0.6171091054798179,-0.8174337711677689,0.041195098507040125,0.9722504446458698,0.7072392229028582,0.6306299929906916,0.45720554625801096,0.9022578192603009,0.10694560822303756,0.15921165891494235,-0.12106011794816764
hjorth complexity,-0.4523561094000077,-0.6213603537988396,-0.00647276529775862,-0.2835253853407277,-0.16049033194897588,0.5182253435588565,-0.05915160427336459,-0.0780677640653231,0.004311573450110157,0.23431206519890876,0.11272242190320407,0.16589416505983196,-0.01200861053137343,0.1473143501105632,-0.10835198857190062,0.08088559301717621,-0.14749457178148306,0.047437264406183705,0.06094445294288212,-0.1499877850813605,-0.17981045186066316,-0.02267865174696168,-0.03747811018084929,-0.00969659055364404,-0.673452986262212,-0.4247709417359797,0.9999999999999998,-0.460484167410597,-0.5219331992355972,0.04256499592455517,-0.28506880309779464,-0.1333161335102023,-0.2609266442764544,-0.2824960016075322,-0.25304516780101777,0.0009840497185072364,-0.08973513033432344,-0.5017500439508754,-0.17997940587549,-0.1571614812244143,-0.4523561094000077,-0.6213603537988396,-0.006787841703787081,-0.2835253853407277,-0.16049033194897588,-0.4464883821283182,-0.4286386187780971,0.3844488890116598,-0.12611503941879815,0.17168506899777158,-0.12587759053309558,0.04081152723013591,-0.04420887282557324,-0.33487827319864194,-0.44333761806803357,0.27195431848745055,0.3980807737180614,0.08099518481057744,-0.09788145364381297,-0.15834872565292732,-0.024683268301258707,0.1254163917358655,0.06083486114948092,-0.17023486891223297,-0.17423040304665183,-0.03587076387763162,0.2666117185591419,0.28838852117290614,0.2909821936167346,-0.19239067647817637,0.11316950882328093,0.15738523113594174,-0.2468486651491247,-0.05246022160373891,-0.16128487245113457,-0.237136092458943,0.7499982876282281,0.24245129443890137,0.5605643064095216,0.174248668345552,-0.2653696782339282,0.3111699152261815,0.2637303676576352,0.02901671046533132,-0.2825162275764916,0.4221316060449006,0.3898933534860464,0.16261823927084926,0.3453260241695567,0.013482073750710635,-0.38093879070022296,-0.40737324453353846,-0.15370933973227635,0.24425042638057118,0.18306167506489887,0.04184351661799725,-0.2210991600245668,0.7485370637162119,0.2474285883892061,0.5550938493889115,-0.4658085020400055,-0.6190132628901638,-0.015472991330832507,-0.28743415930537064,-0.17733550385968594,-0.41305831881622596,-0.10242634989077079,-0.21294370406562718
hjorth mobility,-0.2489857051204482,0.16284655550710175,-0.42785321092538847,0.10324231887102187,-0.46301391130827474,-0.7041615200381744,-0.12187132550442305,0.07023237463868183,0.046306484497819246,-0.07248300927649401,-0.17026774964861213,-0.1558656184154804,0.006958101534649885,-0.15848807632695014,0.11171779951361115,-0.08293587281872374,0.27767592336793845,0.029665128576288446,-0.10440216535118463,-0.18674669911801434,-0.14039393683403006,-0.39367883668311293,0.12482276952160898,-0.020395489384436593,0.544760256536123,-0.2626390160483482,-0.460484167410597,0.9999999999999998,-0.06409521700316674,0.0870181671229186,-0.0752324830075641,-0.03503512645294744,0.0008105226386964055,0.03181818700721384,0.4642833495818387,0.048079162348782796,0.5329974040443938,0.07043327572153638,0.8733712490496335,0.8599919176052364,-0.2489857051204482,0.16284655550710175,-0.42827331280009306,0.10324231887102187,-0.46301391130827474,0.5284447782935187,0.5122434581690407,-0.33976273322645334,0.36621695978666124,-0.11693699370789493,0.25972113454904117,-0.10972649998059311,0.22851943770277336,0.17997940587549,0.08878076846678798,0.18456856222416543,0.15280064111199138,-0.10563050670222308,-0.2559630493003249,0.16915264995239604,0.06334177342353346,0.08411855092251175,-0.1554354104783453,-0.14604704684364217,-0.12488213174303463,-0.38502108500441784,0.35576007616629635,0.2039617433314535,-0.0696433015441027,0.043281908906388056,-0.03559221806940356,0.14939416286710397,0.023085054647491145,-0.11148910132446246,-0.0700816687177075,0.7696837135179193,-0.1145942021374966,0.46026955014851967,-0.5215724595823182,-0.7932048521766528,-0.29825178257901447,-0.8728872186287783,-0.7515051747874946,-0.6023096470459303,-0.27534709775816285,-0.7569162695866791,-0.7717796565667173,0.4951288730995526,-0.039491859384596414,0.15410660998335574,0.049962441979136456,-0.028975613542805864,0.44797700398868456,-0.28428796156981107,0.3179828717159563,-0.4701921737760536,0.77519983378578,-0.11570838537040884,0.4563105466119012,-0.5153257273584496,-0.219295461758172,0.17924879391948198,-0.4225151773218048,0.10975846425366845,-0.45252049709010955,0.38793896650372495,0.1333636237148038,0.5438058946685875
katz fractal dim,0.784958069723212,0.8282833587144881,0.5788296053097223,0.7662498373246815,0.7480804312437068,-0.021541636890424185,0.13652096782553838,0.031879482484613836,-0.08642871536563658,-0.10240604831736108,0.008657565726473328,-0.09072943219379918,-0.06400870940873946,0.03114139322941362,-0.0018616756490779883,-0.10377201253912768,-0.04789389687868873,-0.2368986435732404,-0.07566628385644387,0.3091379007235341,0.3342572530360351,0.26639253497233945,-0.032847856909648414,0.1692348437974469,0.31864042247636354,0.8209498412060576,-0.5219331992355972,-0.06409521700316674,0.9999999999999998,-0.037884513081378746,0.5133348097783277,0.21487525942432342,0.4576530460810659,0.23688293185795425,0.012176104879346285,0.11904946733736502,-0.0659217468931868,0.39675197322307176,-0.3048227238583617,-0.31656731105119074,0.784958069723212,0.8282833587144881,0.5783775391619423,0.7662498373246815,0.7480804312437068,0.03413556048211256,0.05780738785677265,-0.08903211960168232,-0.11186353995191659,-0.23176434057614492,-0.047656447992986115,0.02831349645767359,-0.06378927324658837,0.28194087066113527,0.3101013952405197,-0.3462803860370922,-0.6220863994301226,-0.0522684359652868,0.28647979743783514,0.014399905020445717,-0.19859631177951956,-0.183984072659359,-0.0034955215770259064,0.30694606485551,0.3301612597576651,0.2619358020406905,-0.5646374680642664,-0.33816146067595304,-0.3285995767016979,0.22744635139238656,-0.06738753712992791,-0.18984266728159835,0.41767487311325163,0.17581948405096928,0.4421138430417202,-0.18068261988314774,-0.6455253442438051,-0.5856790923972975,-0.0444052247887504,0.29724719113950343,0.5466370159981186,0.1906920036804577,0.22777969309731516,0.35481028062348596,0.5433492621960825,0.09053423716120722,0.12703743701325831,-0.5107594026333994,-0.17720308044265948,-0.10540219046597059,0.4517122576137756,0.42598558411284304,-0.06896748548479527,-0.12181812785252595,-0.2967220637961227,0.40851482571480097,-0.1843767765857133,-0.6485391185623381,-0.5911175851448323,-0.050524099920317624,0.7874649819972648,0.8219772642691939,0.5942546502309418,0.7683594793476547,0.7550943060213839,0.15866836838368084,0.1028647230696796,0.05601282223982794
kurtosis ampl beta,-0.0498848144588106,-0.06133259054451138,0.009687457904193938,-0.05284835920536816,-0.025445844530342085,-0.11556682930393226,-0.12396082590182744,0.06697049034625886,-0.08118196209830662,-0.005978169779180449,-0.04310918045070926,-0.034197203008762715,0.002230378552613618,0.04785856437818995,-0.30920583184514117,0.010824472760731433,0.01105278899698394,0.023171814817267097,-0.020674035192664652,0.11486818162099961,-0.027085155106635093,-0.05556075609204797,0.029350052170259978,0.21693467187532106,-0.06399932418394068,-0.02544127820561703,0.04256499592455517,0.0870181671229186,-0.037884513081378746,0.9999999999999998,0.09906413174760095,0.3273575363764843,0.21616296299678756,0.17175565111880567,0.26024169556769683,0.17742576247145553,0.35240839381810957,-0.08893145718271461,0.12377251483484744,0.12300080595631395,-0.0498848144588106,-0.06133259054451138,0.010500263705252871,-0.05284835920536816,-0.025445844530342085,0.11093200970800636,0.018322377959263815,0.035521521137657996,0.010838171734906582,-0.1424582408654178,0.0707894490500903,0.129466721766985,0.2878451285306251,0.23184372210260987,0.017048373360974815,0.35923961560678463,0.16594252367068577,0.0038288632819545696,-0.1403254419631543,0.0006278696496943986,-0.016486715419793647,-0.06930539351444898,-0.025199262995189375,0.12027014377073394,-0.04086632312683651,-0.02778380278956777,0.09249319046825376,0.1627963259351262,0.22372479674147067,0.05653338325848365,0.00940891209596588,0.5083529495032979,0.18892940233658834,0.18824901995255588,0.2234553835826927,0.1016075746194539,0.09815999945204103,0.06105861106100837,-0.04245997045587902,-0.16654984485911745,0.016523246017594046,-0.13826146318743163,-0.001573098867779784,-0.003034322779795839,0.02399831959250118,-0.10631545541098063,0.0536702976558772,0.049738692067608996,0.013847379728714646,0.10380854313692808,0.043354970101988854,0.02398918694305108,-0.06494455340202607,0.041327521924066586,-0.12732054914621144,0.052624609293840705,0.1160143291269872,0.10300486998531924,0.059350805613839604,-0.04763361636936087,-0.01769679147193194,-0.008669167490507751,0.014226384680893812,-0.04634591279689672,-0.02192064184260335,0.30063540408549067,0.2111634470029163,0.3670434645618954
kurtosis ampl delta,0.49169956323104,0.42730981828310755,0.3031468826842683,0.3557692088157465,0.5290064362346999,-0.035957524047407576,-0.05321862640077896,0.15507570186580985,-0.025435498701107333,-0.017824143126233396,0.001704028809655068,0.04067132805764787,0.00714740461093265,0.030782313180871886,-0.08499350721598567,-0.22315857247556442,0.07286256047526307,-0.06793549609693393,-0.1640246672861647,0.21883426296094194,0.2020119226738571,0.14620230188429387,0.06897661813424537,0.11101876987778232,0.12566753959574326,0.5255679937167371,-0.28506880309779464,-0.0752324830075641,0.5133348097783277,0.09906413174760095,0.9999999999999998,0.20959202171744035,0.5523677535280566,0.13300805843084454,0.06336917137188376,0.13584452471402214,-0.028957348243905667,0.35478288267513564,-0.20228133583263502,-0.20882487916363196,0.49169956323104,0.42730981828310755,0.3031331837100931,0.3557692088157465,0.5290064362346999,-0.032372959138243194,0.013774318533113844,-0.03200544307158309,-0.13168138925863432,-0.0738650373984774,-0.09873992269212238,-0.08429663758678871,-0.008486514501505745,0.19054131496453108,0.281822146218284,-0.14413375678384616,-0.4094646212576114,-0.2173228094769503,0.22214484838660328,0.0900045434931014,-0.019678576402603714,0.018856637952094683,-0.14431184344812312,0.1797876202370379,0.19065547308265732,0.13214715438058947,-0.3292890917351805,-0.19195230930457155,-0.13548057142987607,0.3265766948485007,-0.17903417665740462,-0.05539636840194617,0.44046539981597704,0.1526956156433152,0.5067182052517301,-0.16106568886433217,-0.3771259095548061,-0.41271584446184717,0.11332019753920759,0.2291906874373557,0.3486092116468678,0.17234907725993118,0.20003013774318532,0.2941968862231699,0.3434446983828361,0.03795757427697956,0.18628093399605922,-0.3999940637778574,0.0232905392601184,-0.07846544091289964,0.33267730468116774,0.13689613209464163,-0.11445264607102004,-0.05582560292610088,-0.2821509215984876,0.3881809817141526,-0.1662530337519892,-0.374025375066497,-0.4138208950453093,0.10957124493994139,0.48932050804928884,0.4292139756934534,0.32394192548214673,0.36112094139350526,0.5446278331190966,0.11016486715419793,0.2134375078685057,0.02170602458052599
kurtosis ampl gamma,0.17278287810881093,0.22203069026847705,0.25152001534285107,0.058560831436405926,0.2183958957873371,-0.09333796054238805,-0.02148506222580254,0.07407796454132785,0.04434562359074547,0.015439773102767965,0.030395384856091945,0.0018547874595389964,-0.07157355157250078,-0.10286352580088698,0.024009451384201817,-0.03320859656292737,-0.18316213420884994,-0.1505129124247412,-0.05240999203176336,0.01666936840879565,0.07671653854320541,-0.04965193189783305,0.07063876033416364,0.28737936340867004,-0.10110527889969839,0.22186630257837522,-0.1333161335102023,-0.03503512645294744,0.21487525942432342,0.3273575363764843,0.20959202171744035,0.9999999999999998,0.23106744689935133,0.08539265300350207,0.1732258116071408,0.15668080715276236,0.2796257440255348,0.1448780677140293,-0.05273876741196696,-0.04898068216325067,0.17278287810881093,0.22203069026847705,0.2519492498670058,0.058560831436405926,0.2183958957873371,0.0939270164319195,-0.07911385902385674,-0.10906691507558312,0.03537303448260116,0.10058494753307128,0.19816707725536484,0.2650089385806492,0.21927263013454673,0.12252134186018368,0.02437732454468034,0.1068588480532616,-0.06485322690752506,-0.03257844375087045,-0.038592293413761525,-0.02351428917164586,-0.14223873202295031,-0.21432730045731738,-0.06045585619730175,0.0028242718424435313,0.08796339634100399,-0.04582078545351594,-0.05542833267502151,-0.04209923080260006,0.03205331640748968,0.12495519293863541,-0.04016310911917879,0.290384005077753,0.31085483882015297,0.1976008529894586,0.23714979143311815,-0.04886652404512441,-0.054583562600887224,-0.12125190358661975,0.1265260086440527,0.02010781092675843,0.14795577057871315,0.02810801184504633,0.09955272849318132,0.08945201820137035,0.15116589686042342,-0.009080136715762266,0.13300105710417381,-0.2093408738575626,0.021473142019548433,0.13922952402914227,0.11373116676446211,-0.0022626139012623604,-0.0947078579599031,0.12520634079851317,-0.18390187881430806,0.14623426615736923,-0.043186016087162,-0.047085657402354854,-0.12253960715908388,0.13395998529643435,0.1891531522481158,0.2501272863017107,0.25752473235629203,0.06493085442785092,0.21982972175100282,0.2898771430332725,0.13033382575432467,0.3217911865366481
kurtosis ampl theta,0.3906467970656797,0.43018203653516407,0.29530650313135715,0.2717305685759231,0.4326524182114162,-0.01446839989132147,0.06631791958982237,0.13308716817246594,-0.003761604177948635,-0.056307461431673075,-0.009942458417624528,0.041574038304115525,0.014129775770746991,0.053153234897864166,-0.10448315533560477,-0.1457685010354141,-0.005308352492870825,-0.01895709709604579,-0.07847000723762468,0.013098502473806416,0.11290922831395309,0.03287982118272376,0.04761991739518572,0.1612209439049839,0.11669471151101966,0.4285838228813965,-0.2609266442764544,0.0008105226386964055,0.4576530460810659,0.21616296299678756,0.5523677535280566,0.23106744689935133,0.9999999999999998,0.12385028374040719,0.14096472742466135,0.2156484453891577,0.06839669489416399,0.2567849877508339,-0.09284023114735757,-0.10132446248650079,0.3906467970656797,0.43018203653516407,0.2959503549175892,0.2717305685759231,0.4326524182114162,0.015071154755028092,0.0514054005922523,-0.11522233485878958,-0.11199596336894302,0.07167091335854366,0.010148656701424006,-0.017272123272502275,0.25289904540981617,0.19394322688469343,0.3943637853918705,-0.22278870017283534,-0.3529335211614903,-0.15074122866099374,0.11811027217578524,0.020765361687165657,0.02926785832520908,-0.04514953571893357,-0.081867352833062,0.0014406754507533294,0.11770386927525575,0.024464084714456297,-0.1660429828146369,-0.10278568639851683,-0.03937770126647015,0.33601985437990445,-0.064483354604796,0.08938808965521965,0.45825123462004747,0.15074122866099374,0.7461854064828111,-0.138202100966006,-0.29257584094577715,-0.3014025466392991,0.07670740589375531,0.09798191278776407,0.23238711474489082,0.05982113706051978,0.1254255243853156,0.27399546563954796,0.2314738497998808,0.005481872832422731,0.14781421451223659,-0.27879010660085063,0.11315124352438072,0.0550538940475674,0.3816283057337056,0.052601777670215455,-0.034354744068914964,-0.0898127578546493,-0.22080234891743852,0.2677396007662292,-0.14105605391916234,-0.293201427433109,-0.3034025968688711,0.07452926899990638,0.41089388089655215,0.43936034923251494,0.3085579774834527,0.27658000543392636,0.45818730607389674,0.2244508423727536,0.16370270080511745,0.1672987221140257
life time alpha,0.477380113861748,0.13036643656177546,0.04145999267106747,0.11074719998363336,0.21688240672999837,0.09172158629741688,0.08330359349959263,0.011060661679975202,-0.09420497071850224,-0.011090667249318436,-0.02643767070475443,-0.13384810410879447,0.0854267511380001,-0.15172909568322604,0.057487623352130035,-0.07354759314461679,-0.07840388503356223,-0.07190599753194551,-0.048766120571690615,0.4464706265121741,0.32576654409897277,0.011819945044226898,-0.1057835993411475,0.031199449300629817,0.35454812169749017,0.4104148853225989,-0.2824960016075322,0.03181818700721384,0.23688293185795425,0.17175565111880567,0.13300805843084454,0.08539265300350207,0.1238502837404072,0.9999999999999998,-0.19568550315831545,0.10198853615183079,-0.059844037001010465,0.2676645619692672,-0.24423243989298735,-0.2601666482112526,0.477380113861748,0.13036643656177546,0.04009922634957639,0.11074719998363336,0.21688240672999837,0.14576181794736984,0.2289512167558402,-0.17205970490036607,-0.08323277894288035,-0.34362396187128186,0.21118134380254336,0.1298002116494772,-0.2712422814756036,0.2636187936442971,0.2560820660818105,-0.0594627484511967,-0.16518013600824483,-0.05041684884423766,0.17043369860178664,-0.09221474993070894,-0.03013092809516368,-0.15988547644526196,-0.03393239776845666,0.43259126666595915,0.3288830642815824,0.06243771240573169,-0.3965766224458248,-0.20489579064303848,-0.2397620028837935,-0.0926508344397774,0.07028038407405686,0.10152777983903452,0.1431019307585492,0.20174273982092583,0.07034202952821837,-0.35071697087960085,-0.40377315842793865,-0.41180761595365517,-0.4130633566865748,0.25318472973621964,0.4533064224291947,0.1365332651428952,0.25219155297472867,0.4135451044950222,0.47643031723466694,-0.12759695745444552,0.13837349610786467,-0.27545015451336874,-0.5588000598192863,0.057992390211196294,0.10594570405394259,0.4437331117144095,-0.3668315492304128,-0.20366288155980836,-0.2945533958085293,0.07576226316449318,-0.34807306584556286,-0.4032366146602366,-0.4114491590535309,-0.4115770162917917,0.48903795419317986,0.13529807289469611,0.052585855564735155,0.11020837305096241,0.2318028898020522,0.1900712004996803,0.15391482537616274,-0.018612360826837485
life time beta,-0.20712164004118824,0.2053088091253433,-0.039290941096694204,-0.002577690307290822,-0.1389692435198144,-0.4925352006557242,-0.17741316164938142,0.15156202299642793,0.13134287259216085,0.01766319240140931,0.0426007202413767,0.024648221182847114,0.12184322617564099,0.01475748591653876,-0.0954928647176732,-0.2560224115217505,0.17244040375443215,-0.16612061033496273,-0.28359844653632854,-0.1729016025516622,-0.19297059971825772,-0.22064709387678685,0.24148779992191582,0.07460689652023222,0.09451607232145098,-0.14431184344812312,-0.25304516780101777,0.4642833495818387,0.012176104879346285,0.26024169556769683,0.06336917137188376,0.1732258116071408,0.14096472742466135,-0.19568550315831545,0.9999999999999998,0.07951624024698728,0.6530871779884881,0.11806460892853471,0.5449977054218256,0.5266273810529487,-0.20712164004118824,0.2053088091253433,-0.037131069501745474,-0.002577690307290822,-0.1389692435198144,0.22603992337707107,0.1522115852224599,-0.08872389197900692,0.16134880099728532,0.09173995634607506,0.038984997340115846,-0.06588064997066136,0.3526686743274374,0.23961560678464527,0.06761128704145537,0.16135336732201033,0.12074047521741411,-0.26924648792549577,-0.306850172036284,0.1959524097637155,-0.1377591674676761,-0.12058978650148747,-0.28822413348280435,-0.134928046138145,-0.19838626084216723,-0.21911280876916997,0.28889538321738667,0.24301751870480762,0.21885709458456715,0.03149165846630851,-0.11578601289073467,0.36222599197696737,0.0709264387918418,0.13470429622661756,0.15014304012201218,0.6605987821611957,0.16355433583948456,0.2286198968467244,-0.12154414836902293,-0.5295087319544555,-0.24626417558431832,-0.510718305710874,-0.35246318971481017,-0.36021680909794535,-0.25268899447246385,-0.33631666548703276,-0.315042158593024,0.2039800086303537,0.17542221379988995,-0.16931247131777277,0.03599405464520798,-0.10585425661375056,0.3989803396888963,-0.014619088607248126,0.0778170228019425,-0.1295215176636856,0.6499638118765538,0.16521647803940281,0.22473395450570674,-0.11700522159232309,-0.17379203587304703,0.2559219523777994,-0.036660738055065305,0.004322026352259987,-0.14210630860592388,0.7356874259399208,0.03319763552778154,0.721326334679638
life time delta,0.09424273835457818,0.12682597160937348,0.18134369592147506,0.08704159493886628,0.10653536871291451,-0.016585005000548873,0.15162518367492753,0.08172964592653902,0.04486689336101423,-0.10218716547484719,0.02544265280742479,0.07381822553884611,0.010404459573458378,-0.14897582238048246,0.04382118597829729,-0.14761887366609133,-0.011415890005884412,-0.12586247049287683,-0.16928623289725994,-0.015183133707826268,-0.12123903504049363,-0.14688825670571473,-0.058629727892221165,0.2884315937106744,-0.04538957866339643,0.1307621704834024,0.0009840497185072362,0.04807916234878279,0.11904946733736499,0.17742576247145553,0.13584452471402214,0.1566808071527624,0.2156484453891577,0.10198853615183079,0.07951624024698728,1.0,0.10820893818777716,0.151306206137992,-0.034254519551656766,-0.029347970027127645,0.09424273835457818,0.12682597160937348,0.18274328403619647,0.08704159493886628,0.10653536871291451,0.01939788029799879,0.048218436206854585,-0.15503955615079962,0.05080756006018917,0.054040663493605416,0.04760654450253917,0.15696392122490832,0.0494011224114642,0.2036982917309979,0.12538528629063087,0.07802989136822112,-0.08902795979989019,-0.12905663651652327,-0.1525825026406499,-0.07091094236055162,-0.10721118940126285,0.15094089765780372,-0.12878950469038558,0.008637262378452146,-0.12136004347455602,-0.14266437740353752,0.0343595457397109,0.1611330042550573,-0.05181672473670935,0.19674144836141197,-0.01045010571138659,0.26306091976159685,0.3779093395767964,0.18155146511958217,0.2181279766984358,-0.03182293498040339,0.024914038348842142,-0.009333631668811095,-0.05529628801050291,0.034528500911797995,-0.05053129552204676,0.008061901522155572,0.07284022777154608,0.11850150461708255,-0.04879608024115233,-0.049761864535650145,0.06325544652260552,-0.13196540529002262,0.012993566004697638,-0.012173905102275137,0.11016562173478577,-0.024425438256590288,-0.002059426557061548,0.19705196056957203,-0.022660541661680557,0.1304585078092459,-0.03472942057590155,0.0313183526421433,-0.01214194061025866,-0.051819007914710516,0.09790267269046471,0.14097710886066778,0.1846383217771733,0.09970638331139445,0.1093117131623456,0.15372637481923948,0.4451367642462522,0.11074098259108232
life time gamma,-0.27441100118952755,0.1375125859325234,-0.06084399379893101,0.03078387813392574,-0.17228058238905541,-0.416528725607264,-0.15566199472180534,0.11713941528452851,0.07313663101567373,0.15231916738137996,-0.05214236543092376,0.03329449276229506,0.04331885395603969,-0.07438589633026337,-0.10772074490810729,-0.1764907337855517,0.11563075785008298,-0.13324763863932654,-0.20198909105023183,-0.19843649041414277,-0.21025413880257265,-0.26718250914977315,0.14412462413439606,0.060967284566507365,0.03542783037930176,-0.2196059718394754,-0.08973513033432344,0.5329974040443938,-0.0659217468931868,0.35240839381810957,-0.028957348243905667,0.2796257440255348,0.06839669489416399,-0.05984403700101048,0.6530871779884881,0.10820893818777717,0.9999999999999998,0.03369719330850774,0.5819164408238563,0.5694914712469947,-0.27441100118952755,0.1375125859325234,-0.060679606108829214,0.03078387813392574,-0.17228058238905541,0.25025970971873723,0.14546255727883575,-0.11646437801979266,0.3708106824600617,-0.0062650118268243685,0.22792124916379178,-0.012386155816698594,0.33360883492507803,0.253885371550427,-0.11088178013603081,0.32448075179970265,0.13585044373260513,-0.20592069663850004,-0.3259830726342442,0.10355282895232529,-0.11659881869179362,-0.09291329234295838,-0.2569676407398359,-0.1615862498829879,-0.20675176773845916,-0.264986106957024,0.39517659119292947,0.3063661416154287,0.21978405850375232,0.02003474973115763,-0.12721095735281024,0.3826054992248663,0.08597704508560715,0.08056138396169767,0.09668964289057486,0.5816972572370539,0.2214096701058702,0.40238225160905855,-0.04129099132626618,-0.5692357570623919,-0.3151517503864252,-0.5416186251252885,-0.3654269856092276,-0.3893636598179406,-0.31576820422430696,-0.42092152999276233,-0.311859430259664,0.30742096262691526,0.18711200509601836,-0.020760795362440607,-0.01823561778948786,-0.13051241012902148,0.3237364408695196,-0.005285520869245573,0.14353556824486458,-0.23381637438383152,0.6030311263524882,0.22284349606953596,0.39714924347415115,-0.034007703389811156,-0.23214509953446316,0.1866416736493382,-0.056195475228829936,0.04158323610866939,-0.1793994826354086,0.42649244615732357,0.16890838230465957,0.9148380438778141
