,ampl total power alpha,ampl total power beta,ampl total power delta,ampl total power gamma,ampl total power theta,approx entropy,betw cen e-icoh alpha,betw cen e-icoh delta,betw cen e-plv alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lcoh alpha,betw cen s-lps beta,betw cen s-lps delta,betw cen s-lps theta,clust coef e-icoh delta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-wpli delta,clust coef s-lcoh alpha,clust coef s-lps alpha,clust coef s-lps theta,correlation dimension,dfa exponent delta,higuchi fractal dim,hjorth activity,hjorth complexity,hjorth mobility,katz fractal dim,kurtosis ampl beta,kurtosis ampl delta,kurtosis ampl gamma,kurtosis ampl theta,life time alpha,life time beta,life time delta,life time gamma,lyapunov exponent,lzc exhaustive,lzc primitive,mean ampl alpha,mean ampl beta,mean ampl delta,mean ampl gamma,mean ampl theta,microstate A,microstate B,microstate C,microstate D,microstate E,mod index alpha-beta,mod index beta-gamma,mod index delta-alpha,mod index delta-beta,mod index delta-theta,mod index theta-beta,mod index theta-gamma,node str e-icoh delta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv gamma,node str e-wpli delta,node str s-lcoh alpha,node str s-lps alpha,node str s-lps theta,permutation entropy,range asymmetry alpha,range asymmetry beta,range asymmetry delta,range asymmetry gamma,range coef var beta,range coef var delta,range coef var gamma,range coef var theta,relative ampl beta,relative ampl delta,relative ampl gamma,relative ampl theta,rqa determinism,rqa entropy,rqa laminarity,rqa max diagonal,rqa max vertical,rqa mean diagonal,rqa rte,rqa trapping time,sample entropy,skewness ampl alpha,skewness ampl beta,skewness ampl delta,source ampl alpha,source ampl beta,source ampl delta,source ampl gamma,source ampl theta,spectral entropy beta,spectral entropy delta,spectral entropy gamma,spectral entropy theta,std ampl alpha,std ampl beta,std ampl delta,std ampl gamma,std ampl theta,waiting time beta,waiting time delta,waiting time gamma
clust coef s-lps theta,3.15267666417644e-05,0.03175890924446414,0.00025996033008425046,0.19664355700098235,1.572055715579503e-05,0.004210341040438444,0.8015528120034476,0.5925721456912606,0.39927595105413716,0.4440050696235952,0.8194601179876343,0.4854780636048738,0.9388153733271305,0.006003697834858137,0.08130421999682293,0.003167170895833872,0.17853764599753963,0.29149101472792,0.00015155064104581503,0.0004462806409047592,1.0445432899437867e-06,0.0,0.7625353959863869,0.9262032844530137,0.10162971131927019,7.909480930693555e-05,0.791761032076916,1.7796559934939507e-06,0.0015874098446664942,0.5174672445309021,0.08706767209499389,0.5630416459005715,0.7018378994061423,0.8905607302612903,0.009306819469140545,0.08557998186936862,0.001535279361453902,0.9514055957624776,4.362899423173135e-07,2.1737647581454535e-07,3.15267666417644e-05,0.03175890924446414,0.000281558830190699,0.19664355700098235,1.572055715579503e-05,0.008585777244822035,0.0007963397533653269,0.016671427040135918,0.000168333103555444,0.9917299927106611,0.5728955546787287,0.34645299236259597,0.06880154788523618,0.27329187955397716,0.5716639273579005,0.01809465872983084,0.0023849811689074865,0.005959283861812567,4.907953263994825e-05,0.42697163242175384,0.4558517069267217,0.020017056020554917,0.0002935217429760938,0.0012145103781855016,3.434278521152054e-06,1.7795058391185714e-105,2.86476038355216e-06,0.0027392464982473512,0.024160967152613,0.05521765482117991,0.8454683445163353,0.0034918707892122275,0.18285651490564245,0.9308077058002713,0.21554644993687028,0.00016183279808908388,0.023502374369329195,2.5607095297492392e-06,0.0006751430538964723,1.381094484115795e-07,2.9000311584320377e-05,2.387667706135759e-07,6.982552016840292e-05,1.7791552091343755e-05,5.0481612310632455e-05,2.0054194341689112e-05,0.0001984129886145645,1.895727126093317e-07,0.7408213167339917,0.6708147081458948,0.5983770280395618,0.05977446400428776,0.039879589225465764,0.28349211657071194,0.008050497486280223,7.690338414127052e-05,0.00012641345021072262,0.02527474145042854,2.703919765819199e-06,0.0006482246575016524,4.3139500964847955e-05,0.05623113034355257,0.0002583420621340024,0.19545586353965286,1.6795003448174012e-05,0.03151250099461302,0.4570545110243913,0.0005945810748876364
correlation dimension,0.579072293404368,0.6538721093421653,0.9527179875809879,0.9336390932104384,0.6861631456303825,0.07475801003313369,0.24528729685844236,0.07349646778859154,0.026885316596475264,0.6897785290951146,0.27788582006885976,0.7618448873470361,0.20482270957985876,0.2661257344537184,0.004936668544914632,0.3141391787230836,0.4826905365229396,0.6358129321195025,0.30073612001521743,0.3418755787472073,0.8036258490415609,0.7625353959863869,0.0,0.6392711492939827,0.5320500634288119,0.618190428301778,0.6625343260650027,0.14464515518277588,0.7021140414640841,0.7325597095331418,0.4214665877199305,0.41033815974169807,0.5791451446036766,0.21688985755506066,0.004325525276322088,0.49456482322322226,0.09169997073649798,0.25679660301530105,0.11313319146138058,0.10775551030426805,0.579072293404368,0.6538721093421653,0.9485272621743798,0.9336390932104384,0.6861631456303825,0.7448023075312017,0.020166547594176864,0.07533259638010632,0.11829827522125426,0.5950526782596237,0.06573248764262066,0.6989998463745836,0.02177798207632941,0.22195025371984262,0.6759420977418054,0.6689151946347767,0.7953689361861177,0.20669976211079302,0.08402968524435335,0.3978933677761919,0.362241248309652,0.1980233331748925,0.2640058622581508,0.45953252537852773,0.9251475634411617,0.7427506445615832,0.1645747766025732,0.3658250766151814,0.3700290092044186,0.44100899319816456,0.610820410619664,0.26045217752122446,0.6056435525556716,0.8480080614062956,0.5818436255932069,0.12489709186238114,0.3051528903244973,0.18039926726692096,0.8874105338032239,0.19536329449719791,0.13492206582189037,0.24350009559918837,0.5306174887556976,0.29809644675273683,0.19588209073773272,0.5548744755156052,0.9497970355547432,0.218440761863607,0.9113935638234317,0.8711420253577754,0.6738427156640794,0.4383257313822546,0.19183265343147207,0.6985272404200373,0.660104339114215,0.34963600439152975,0.1400657787830778,0.3425543073340068,0.17973650484698664,0.9347380661705977,0.7663894911460883,0.5086801218625623,0.9227832241049315,0.933300972748992,0.7001030420249772,0.04740888341734322,0.6683298536824318,0.04127126758255742
dfa exponent delta,0.4002804624287408,0.15951011015780292,0.0406584834390281,0.04330803816700225,0.10113467367566123,0.8589755462705068,0.504263286076553,0.830498808767996,0.9023286759064673,0.5754391786263948,0.019581027825412618,0.8571194914289885,0.8331991187071643,0.31198965896443154,0.09397536415394477,0.48939650723892936,0.24226842839059803,0.48866011094791884,0.5352365869849899,0.81722868750918,0.7481451140909343,0.9262032844530137,0.6392711492939827,0.0,0.8422231532338397,0.20600653543327413,0.9101291137144238,0.8123169148817198,0.047220943612004886,0.010596350551755687,0.19486397093032085,0.000631708167478743,0.058882794724957846,0.716406753531384,0.38447887553532734,0.0006020391242208985,0.4774870826666844,0.7089905608817617,0.39379562548376057,0.4147198223272488,0.4002804624287408,0.15951011015780292,0.04059442581927286,0.04330803816700225,0.10113467367566123,0.9566982589728414,0.059884856056272605,0.2103461142998393,0.6434236336750283,0.7437354580720312,0.053591136052384865,0.01584819781854242,0.32526324936719,0.947215298849847,0.6240913706804225,0.4165535584096647,0.34274450390354827,0.5001064630780332,0.9802172976303349,0.6713578092921931,0.23962540370576005,0.5235531433576974,0.34628885170155155,0.9346535253958881,0.7478630087915092,0.7720389327398497,0.7113276217748327,0.018011819248556216,0.42205223439391826,0.02445100299864507,0.7797397075214249,0.01522432392700814,3.508122645188967e-10,0.00512441249362145,0.008144476680530427,0.6056435525556716,0.49746816239987757,0.5448528814473549,0.2411055895691807,0.15757407861039147,0.8329185346662602,0.22158536174075877,0.047646206884482054,0.06050614554625046,0.8545101182376684,0.48418757036829463,0.035823287741109745,0.22939991264762805,0.13293881033684685,0.2595915172599564,0.4908375317180238,0.588982173018662,0.406013964251439,0.6917659978449816,0.6382822914494292,0.016375954561126956,0.6345607857859313,0.5413911359526703,0.5504924137845526,0.2686795177390319,0.3286651649611553,0.08908030483924924,0.033407501153668015,0.03268976251650212,0.10554283063221515,0.09251339372080337,0.018636804624895708,0.15359989460467424
higuchi fractal dim,0.03341655658556208,0.006355649973089469,6.339185653292624e-05,3.3644967520194463e-07,0.09038772279695537,1.4552584744060817e-07,0.6234949015125733,0.7877685176610304,0.5467645090296939,0.01856133175625595,0.017520282266837342,0.15301698350486176,0.6301679667455372,0.09273483967877852,0.2968645009359676,0.9841181372737029,0.4052607592991819,0.2340837995816442,0.8413083193400606,0.2204730483192349,0.4860206541537706,0.10162971131927019,0.5320500634288119,0.8422231532338397,0.0,0.17313927689094438,1.4334386138964132e-19,4.941812910216639e-12,0.0001395854886412727,0.45581949178960635,0.14192498106535956,0.23802370577674317,0.1728683301868268,1.9851367954157534e-05,0.2701645639305075,0.5970625789065289,0.6799533804899244,0.029379077886066376,0.00035018768122776914,0.0006104582278790885,0.03341655658556208,0.006355649973089469,6.361006681173172e-05,3.3644967520194463e-07,0.09038772279695537,1.3413963025045064e-08,1.3200954299126816e-11,9.070801460369584e-06,0.004491059714614956,0.002513932076205632,0.07401985773130519,0.5618919247755823,0.8956890064344996,0.0001438399072587015,6.268683361172316e-07,0.15350693597673687,0.10986048306722541,0.8276533247814373,0.55027908639935,0.37197045728110945,0.061447976670145954,0.8030089004013857,0.7593348353581824,0.1352313433012248,0.49080399393077134,0.1307309840613435,0.5020390844166731,0.3062131505680335,0.0393465214530932,0.9363867555918197,0.7760699550656633,0.04315059647564763,0.36005097672655484,0.6762922376949345,0.6801093401980454,0.0029574785159317512,3.3984396761100395e-17,0.9446341101587451,4.787044758468977e-22,0.0006119905084925461,0.3249742155198725,9.129082499020605e-07,1.493358662962515e-05,0.05929802563613414,0.18682108118818075,1.12824700170796e-09,3.933562631077587e-09,0.012636926700928888,4.881347681427543e-06,0.48685509956236916,0.0019802922416902306,0.0032080205702511473,0.005520730537982755,2.2289217801756872e-09,0.027228699202846943,0.00011128682711179909,0.0025909573905790162,4.229988455418037e-17,0.9627553682691385,4.323457539705154e-22,0.02570630722140656,0.006983775897991065,0.00011661552632174432,4.212817866811822e-07,0.15319737940133576,0.04568660092468386,0.7656556818411313,0.19830386913478754
hjorth activity,2.050128948065989e-90,1.6337445593945882e-23,8.730492412192211e-16,2.4844582239964097e-08,6.507181083906965e-49,0.05370550778617079,0.0722227387812299,0.2610266386485217,0.3264373142169402,0.4000279443868986,0.45612484616370563,0.5471295488574358,0.924868096305213,0.572038411358201,0.7360832851220986,0.0856214982652144,0.7011279986611727,0.01025555674049839,0.24121309626795892,8.862441003283194e-09,4.807362677956047e-07,7.909480930693555e-05,0.618190428301778,0.20600653543327413,0.17313927689094438,0.0,2.0738044621050523e-07,0.001857816812053319,6.623526343841282e-35,0.767079777813295,3.622665217152899e-11,0.008914628892061712,1.569199264268221e-07,5.748302547836985e-07,0.09127468694316199,0.12633711333468858,0.009653694253886411,2.515201916703495e-09,1.3200954299126816e-11,2.6927118324453327e-12,2.050128948065989e-90,1.6337445593945882e-23,1.1030798267145574e-15,2.4844582239964097e-08,6.507181083906965e-49,0.061560894689291296,0.4594678080998502,0.426427517788983,0.00801238862513496,0.045957633447223825,0.51045872436772,0.31277909205633264,0.00501273991844888,0.002249155863064893,0.0016550756352326935,1.4528111363032366e-06,3.433130732643258e-19,0.255944248042074,3.360129263131181e-07,0.5187781734833249,0.027619176586068446,0.04083507893183742,0.8190052876425256,2.3119013624809464e-08,9.936529211451161e-07,6.528518922901292e-05,4.270087259203558e-24,3.606221965578494e-07,0.00020246545410340167,0.03189795838528644,0.9898428492809607,0.16359786362643303,1.7348199257235013e-06,0.006415686380118932,6.239081401547655e-07,4.790497915109724e-07,1.522628409299279e-15,5.5730951474433195e-34,0.607466270952886,4.949068826959657e-12,2.6614336269538032e-24,1.7751216294812166e-07,1.7330394240881337e-08,2.7151963959155104e-14,4.3284614431838326e-24,0.00684227422862021,3.8245572185404076e-05,3.2330017375591962e-24,0.00030541518599090195,0.6590254799475722,1.851269311331756e-05,1.0970178952413879e-13,8.046476911405542e-05,0.8129356480312069,1.6648482391992767e-11,1.2069468161642589e-14,2.4587400026877554e-07,7.627996884830569e-16,2.1884931354065347e-34,0.6314160223396932,1.1097938446978877e-87,3.1667208299254104e-22,1.141598424751209e-16,1.7285769031062517e-08,1.563943668146189e-51,0.21185426139534924,0.06215097976597603,0.15724261108636978
hjorth complexity,2.548369352110839e-08,4.239769739879829e-16,0.939938686183099,0.0007522341587720388,0.060054448575884864,7.514775577182903e-11,0.4907243129643908,0.3627503725653356,0.9599717411454146,0.005672711457100331,0.18805878523762162,0.05182491878356018,0.8888250375186426,0.08466615301232598,0.2058721362052842,0.3456327789704259,0.0842819941232613,0.5806030614327349,0.477652328522591,0.07910929958199267,0.034831409636082326,0.791761032076916,0.6625343260650027,0.9101291137144238,1.4334386138964132e-19,2.0738044621050523e-07,0.0,1.3250233645970569e-08,5.210061609390913e-11,0.620104649987314,0.0007016346710156689,0.1190362630220853,0.0019945526492174334,0.0007878215171503722,0.0027492991614571395,0.9908605757710645,0.29525001184055566,3.6310852057592416e-10,0.03465825278192793,0.06563716738832176,2.548369352110839e-08,4.239769739879829e-16,0.9370209391251648,0.0007522341587720388,0.060054448575884864,4.0434857847883906e-08,1.5628849571811503e-07,3.234068123299872e-06,0.1404998579177739,0.04406482182151315,0.14125468432894875,0.6345987144479321,0.606647608091861,5.952320871334872e-05,5.1625599041949654e-08,0.001252179819362911,1.3299305986931033e-06,0.3449774902049396,0.2533988542858836,0.0635994178315299,0.7738297541767947,0.14272959095716042,0.4784459390559552,0.045910817024765606,0.04097466711359394,0.6761755166810797,0.00157278670003166,0.0006032279918637679,0.0005353642606657103,0.023778844623555045,0.1863019870223711,0.06524911186337673,0.0035144212310447257,0.541144284656677,0.05878117419538932,0.005103306046888767,3.4960575053906794e-26,0.004168410549900866,8.692874441928919e-13,0.04095316602055376,0.0016573014592386685,0.000203340487301316,0.0017751728043582998,0.7354839183688101,0.0007871076407980483,2.5102663528173185e-07,2.278661756277153e-06,0.05669427764113267,3.352366169253522e-05,0.8752881691408835,4.03976682448391e-06,7.091472354315302e-07,0.07186632369966671,0.003888675183766679,0.031624695858869865,0.6260511172331285,0.009159659288305732,4.9186176224582834e-26,0.003435447750884881,1.6028876273165895e-12,8.552752311608895e-09,5.870052056013343e-16,0.8570552742335075,0.0006301305174471051,0.03745281860340589,4.781322750790509e-07,0.23191536239848592,0.012155483043754436
hjorth mobility,0.0032312429946352137,0.05634312142467912,1.6557560961923218e-07,0.2281979446395633,1.0772044145075296e-08,5.728019859766602e-22,0.15445943517597266,0.4130429364456918,0.589666433817182,0.39819485446807157,0.0458682595941073,0.06792177634416113,0.935444603205922,0.06336366720969619,0.19205042040599096,0.3335034171146257,0.0009759332190071781,0.7297992556969966,0.22298642511379763,0.02829630925719061,0.10050737528565323,1.7796559934939507e-06,0.14464515518277588,0.8123169148817198,4.941812910216639e-12,0.001857816812053319,1.3250233645970569e-08,0.0,0.4551432665862426,0.3101723760119815,0.38049400862786986,0.6833094884289722,0.9924721671871423,0.7110300731143473,9.70280524588696e-09,0.5754870300440476,1.700486250472396e-11,0.4117044982623915,2.528248967556025e-44,1.4586122263517967e-41,0.0032312429946352137,0.05634312142467912,1.6054436609704593e-07,0.2281979446395633,1.0772044145075296e-08,2.7088871877026824e-11,1.3444406166532925e-10,4.562740873126169e-05,9.98961885449108e-06,0.17197207278097548,0.0020962258215444993,0.20014377957232415,0.007021012782825703,0.03465825278192793,0.3004365183622056,0.030225542896224894,0.07358328589704023,0.2175595846221634,0.002444073896081877,0.04732999436134285,0.46047149297767476,0.3266318292179212,0.06869438145749086,0.08740723549379997,0.14445272658773986,3.118133880175327e-06,1.8507795618737133e-05,0.016417744355523307,0.41698210982513206,0.6142200503621666,0.67855035311015,0.08031712213654894,0.7881166100987269,0.1929676460773961,0.41404863680967885,2.759950718384498e-28,0.18078379142366363,1.3484009566180917e-08,5.400122767179948e-11,4.332395984905209e-31,0.000380845476502745,3.2217651579248404e-44,2.452471850396757e-26,5.5082042624193345e-15,0.0010808308583414561,6.721743598014073e-27,1.602227700751752e-28,6.681421718602727e-10,0.6455995199885622,0.0711259582921481,0.5605998313043927,0.7358447008829525,3.5995518568201644e-08,0.0007268292754566415,0.00014434236846970534,5.930895736214263e-09,6.514431073617068e-29,0.17655263944818264,1.8577957239332847e-08,9.976650967381887e-11,0.009759331073651742,0.035412299171313735,2.4417902086993163e-07,0.20001195003247227,2.5153062407912218e-08,2.585716004430028e-06,0.11890367107404853,5.472787999789769e-12
katz fractal dim,4.5694725542091405e-30,5.0230255095660365e-36,1.036843240925235e-13,6.644952113884437e-28,5.469740878556078e-26,0.801980922576376,0.11034251647247025,0.7104981983323628,0.3134737112222379,0.2320083918732017,0.9197249724408337,0.28990990248662846,0.455753283589299,0.7169119657740474,0.9827105335748438,0.22580733350360296,0.5769614622236969,0.005149135262396755,0.3777455690515976,0.00022486710051056462,6.155001674183492e-05,0.0015874098446664942,0.7021140414640841,0.047220943612004886,0.0001395854886412727,6.623526343841282e-35,5.210061609390913e-11,0.4551432665862426,0.0,0.6591025180851509,1.2100881240253772e-10,0.01137742392607042,1.6672484708746296e-08,0.005152180661617308,0.8872845572245709,0.16430278306029228,0.44236994563957444,1.4528111363032366e-06,0.00027777538340661794,0.00015509967018054917,4.5694725542091405e-30,5.0230255095660365e-36,1.0946189505987201e-13,6.644952113884437e-28,5.469740878556078e-26,0.6910205928816355,0.5006485589098577,0.29906475430871265,0.1914675645735011,0.00623432929095308,0.5788537653436817,0.7416652001511858,0.4573026984814579,0.0008076483928572659,0.00021440920419535928,3.1778262619424945e-05,3.831706838726425e-16,0.5426262258856227,0.0006581328680910353,0.8668739015678436,0.0195399415189319,0.030761871334163245,0.9675432765324334,0.0002504459005673732,7.66241919921051e-05,0.00191290454010783,5.471696037228587e-13,4.980697307204453e-05,8.323132462275308e-05,0.0072999158627387855,0.4322677393516414,0.0257353010326751,3.452992922746132e-07,0.0391391146766509,5.6726995671576317e-08,0.03394533652785062,1.2608475804540519e-17,4.5125733492869014e-14,0.6050489041517522,0.00039941021492842304,4.0394065974326944e-12,0.02506838402301605,0.007212243361084677,1.955317890436317e-05,5.746007036905806e-12,0.29095313324974553,0.13759672934887535,1.550459434741609e-10,0.0375976364845377,0.21856111859624178,2.6819271518240006e-08,1.898255277125404e-07,0.42152821252937667,0.15464080957077195,0.00040944391279399615,6.555625909431016e-07,0.030400643004078097,7.954035855590687e-18,2.2986342337915357e-14,0.5561959480233141,2.25766878069274e-30,4.6480117603446613e-35,1.548733453943961e-14,3.8800432268889143e-28,1.0432412474810307e-26,0.06305971291546998,0.229912956663624,0.514059910487267
kurtosis ampl beta,0.561209809195,0.4748473600723552,0.9102134034209475,0.5381512487602986,0.7670391676494334,0.17708611962926585,0.14746116291921066,0.4351284895825175,0.3438624886108972,0.944520453477169,0.6156356230063296,0.690491167476053,0.9792870708332018,0.5772428551157078,0.00022411452918493006,0.8997273169542959,0.8976237031999701,0.7873391782818113,0.8098019309117648,0.17973650484698664,0.7525018013175955,0.5174672445309021,0.7325597095331418,0.010596350551755687,0.45581949178960635,0.767079777813295,0.620104649987314,0.3101723760119815,0.6591025180851509,0.0,0.24768085238216186,8.886225740303678e-05,0.010883330965988857,0.04397658082341394,0.002051758374652766,0.03735438130523226,2.245034330569745e-05,0.2996136285128996,0.14808186287015035,0.15064615697892728,0.561209809195,0.4748473600723552,0.9027156423243576,0.5381512487602986,0.7670391676494334,0.1952152501552958,0.8310935156396572,0.6791536074713149,0.8996010803337878,0.09555504005205775,0.40933787385982456,0.13016978136870078,0.0006184131829602207,0.006216109434910096,0.8426806492511494,1.5110582549095442e-05,0.051755715888491705,0.9644500600226575,0.1006751001424954,0.9941685459993856,0.8477998287909538,0.4192515774104312,0.7692330191727096,0.15998889779341224,0.6341436331450271,0.7463321634600577,0.28059637818139305,0.056420221760085223,0.008344863690482065,0.5101506593818661,0.91278471514915,1.9508926109341552e-10,0.02646929007377123,0.027027670763281688,0.00842540922999283,0.23568809632893536,0.2520440289640349,0.47682640864861703,0.6209687610422518,0.05089310911436403,0.8474666784644297,0.10583345057415827,0.9853902358757094,0.9718237189901135,0.7799437258820054,0.21457457576837283,0.5318402974037348,0.5623588636327637,0.8719374820147117,0.22564311790907546,0.6136217143530351,0.7800253374237522,0.4491782887851048,0.6303187991809067,0.13671490714120765,0.5398756426472979,0.1754036821849911,0.22927536494086057,0.4892625730686505,0.5790358694006126,0.8367788812716637,0.9196177585061611,0.8684635451299816,0.5893493274246064,0.7985704754790459,0.0003399414215481392,0.012913494522680775,9.505609178608094e-06
kurtosis ampl delta,9.116481284746936e-10,1.7230732675418265e-07,0.0003012690754696647,1.8498004290626934e-05,2.558620379604951e-11,0.6754364623967055,0.5353036942295313,0.06934584664353488,0.7671311781803402,0.835620808439433,0.9841744082793725,0.6357636937217237,0.9336922510914087,0.720039446691806,0.3216071367086604,0.008514941180974919,0.39572256460096544,0.42852541594352334,0.05455950110427219,0.009918113165192975,0.01749822645076557,0.08706767209499389,0.4214665877199305,0.19486397093032085,0.14192498106535956,3.622665217152899e-11,0.0007016346710156689,0.38049400862786986,1.2100881240253772e-10,0.24768085238216186,0.0,0.013616628131302082,2.165374275822825e-12,0.11989918901505812,0.46027713679795834,0.11213493101799626,0.7360050671674281,1.9584143801453896e-05,0.017345355078977595,0.013971873755860306,9.116481284746936e-10,1.7230732675418265e-07,0.0003014684876208995,1.8498004290626934e-05,2.558620379604951e-11,0.706221287608682,0.8726074396364669,0.7094056475051147,0.1236706809739357,0.3892369562127518,0.24923937299093435,0.32560504797685297,0.9213058532585781,0.025185616685867575,0.000811947707447341,0.09167918871590237,6.139428065013226e-07,0.010454543072126498,0.008827102908850696,0.2937966777686646,0.81879865882766,0.8262450296408426,0.09127468694316199,0.034854865148022066,0.025096761076843933,0.12233629627645305,8.025107977295102e-05,0.024106057949916347,0.1131086729651021,9.25824069327838e-05,0.03563641339304631,0.5187091349482695,6.436683173296933e-08,0.07378384961527747,2.278078706057849e-10,0.059130188044632714,5.129058665463927e-06,4.897226443697577e-07,0.18571257677304356,0.006851399529781708,2.7870788234315278e-05,0.04324050448089477,0.018659066254504655,0.0004610258113651247,3.7231239945327445e-05,0.6584863131954963,0.028699787313666347,1.1702366773961404e-06,0.7862756638858956,0.360303279861803,6.700152732193277e-05,0.10935811301889208,0.18132664200314091,0.5154696271788917,0.0008000930510865358,2.545665984336487e-06,0.0513131844102109,6.214278353819862e-06,4.532569685529272e-07,0.20078498694959754,1.128707835013052e-09,1.4980349251667916e-07,0.00010623638288761462,1.352793649783343e-05,5.012387454178668e-12,0.1983412956351769,0.011952259773268468,0.8005012302293986
kurtosis ampl gamma,0.0427089626545981,0.008862881975632715,0.0029221778419604226,0.49507301989656594,0.010071139932381363,0.27620753820000526,0.8024903272402043,0.3878676880051909,0.6055339815754537,0.8573588977293413,0.7234146702975757,0.9827744946566879,0.404156126668487,0.2299184089480356,0.7798442527696696,0.6989998463745836,0.031529739736062025,0.07805305882983482,0.5415322187972931,0.8461343472570639,0.37114172418135727,0.5630416459005715,0.41033815974169807,0.000631708167478743,0.23802370577674317,0.008914628892061712,0.1190362630220853,0.6833094884289722,0.01137742392607042,8.886225740303678e-05,0.013616628131302082,0.0,0.006396334164621152,0.3193315922098046,0.042171878822266806,0.06647717702224624,0.0008953695129074538,0.08999799938559669,0.5389955082163875,0.5683375466593742,0.0427089626545981,0.008862881975632715,0.002872557494651337,0.49507301989656594,0.010071139932381363,0.2731747508328193,0.3563352951104578,0.20287810912818666,0.6804213002106619,0.24046017087719834,0.019810533537266202,0.0016826109715300348,0.009767138543968308,0.15225613170073926,0.7765589718042829,0.21222732726154062,0.4498175721534676,0.7044430668615305,0.6531427196279906,0.7842724213161838,0.09607228687972891,0.011593579385437683,0.48119599321546735,0.9737735008345283,0.3049260054621468,0.593579085278416,0.518467537048215,0.6239407296062551,0.7089905608817617,0.14421615781954414,0.6399941774778666,0.0005503602545328495,0.00020654786998753396,0.02017242958735392,0.0051006732120155475,0.5692405482501639,0.5248718941165003,0.15658124427916517,0.13920068254231815,0.8149163684151572,0.08330525750133257,0.7434745554259334,0.24534486272362122,0.2967823671615597,0.07675551660765675,0.9158208662597047,0.11991885605989808,0.013732050061458539,0.8025976687176087,0.10338880729660713,0.18411202647097338,0.9789877777312103,0.26918937583199193,0.14340519239552987,0.030837936733389214,0.08699789285898445,0.6150057518908563,0.5834143263850342,0.15219456297076345,0.11724836801258186,0.026287828296064783,0.0030885523789186287,0.0022936316397961926,0.4492741487833536,0.009578199759445932,0.0005633685934108482,0.12759466125133104,0.00011875132613035485
kurtosis ampl theta,2.169804668354725e-06,1.3946895953325155e-07,0.000437662511470209,0.0012643083034005412,1.1609558038890411e-07,0.8662465568632423,0.43962643729535567,0.11967713970200966,0.965074144144337,0.5118453710046789,0.9078602574505414,0.6282783814389328,0.8693488209328895,0.5358060435923555,0.22262568639003993,0.08801910005120019,0.9507282830125452,0.8253340740146937,0.3602752407615718,0.8788087707245927,0.18732327731942464,0.7018378994061423,0.5791451446036766,0.058882794724957846,0.1728683301868268,1.569199264268221e-07,0.0019945526492174334,0.9924721671871423,1.6672484708746296e-08,0.010883330965988857,2.165374275822825e-12,0.006396334164621152,0.0,0.14782528670308087,0.09911821952670526,0.011078442908005933,0.4253901234908186,0.00236381565475697,0.2787877598080271,0.23700255088650102,2.169804668354725e-06,1.3946895953325155e-07,0.00042461212986759237,0.0012643083034005412,1.1609558038890411e-07,0.8607295592028432,0.5493196116594128,0.1783893705849228,0.19093908403642304,0.40351543121470823,0.9059580422930031,0.8406431185912857,0.0027654527577553292,0.022650427087503266,1.701260018336951e-06,0.008627688431324363,2.1784387140872955e-05,0.07759737938896262,0.16768044791654835,0.8089777672793118,0.7332803926459874,0.59900573599846,0.33979044528695335,0.9866199661431638,0.16915789276489207,0.7757847358236278,0.05161219966771995,0.23027307970938435,0.6465548046551941,5.59595232660579e-05,0.45241187898397384,0.2971291095706624,1.5885244896603355e-08,0.07759737938896262,8.478659110221779e-26,0.10598482080917322,0.0004972313991790639,0.00032766729889809304,0.37119884178426166,0.2529096517158401,0.006092656439077089,0.4858205011530926,0.1427002718804921,0.0011463446124588394,0.006301409500486971,0.9491198071926208,0.08360407872697477,0.0009291195605304503,0.18637352348223313,0.5213012888026856,3.867827352390805e-06,0.5400517548571442,0.6891387849298802,0.2948307670419118,0.009256046091920858,0.0014994595592271243,0.09889736761210643,0.00048295926082426207,0.00029756906493273353,0.3849751025583835,5.560268916802214e-07,7.002996620228112e-08,0.00023138790236145327,0.001024077189524236,1.596764245904326e-08,0.008131181693323794,0.05504225877151258,0.04984587215262074
