,ampl total power alpha,ampl total power beta,ampl total power delta,ampl total power gamma,ampl total power theta,approx entropy,betw cen e-icoh alpha,betw cen e-icoh delta,betw cen e-plv alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lcoh alpha,betw cen s-lps beta,betw cen s-lps delta,betw cen s-lps theta,clust coef e-icoh delta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-wpli delta,clust coef s-lcoh alpha,clust coef s-lps alpha,clust coef s-lps theta,correlation dimension,dfa exponent delta,higuchi fractal dim,hjorth activity,hjorth complexity,hjorth mobility,katz fractal dim,kurtosis ampl beta,kurtosis ampl delta,kurtosis ampl gamma,kurtosis ampl theta,life time alpha,life time beta,life time delta,life time gamma,lyapunov exponent,lzc exhaustive,lzc primitive,mean ampl alpha,mean ampl beta,mean ampl delta,mean ampl gamma,mean ampl theta,microstate A,microstate B,microstate C,microstate D,microstate E,mod index alpha-beta,mod index beta-gamma,mod index delta-alpha,mod index delta-beta,mod index delta-theta,mod index theta-beta,mod index theta-gamma,node str e-icoh delta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv gamma,node str e-wpli delta,node str s-lcoh alpha,node str s-lps alpha,node str s-lps theta,permutation entropy,range asymmetry alpha,range asymmetry beta,range asymmetry delta,range asymmetry gamma,range coef var beta,range coef var delta,range coef var gamma,range coef var theta,relative ampl beta,relative ampl delta,relative ampl gamma,relative ampl theta,rqa determinism,rqa entropy,rqa laminarity,rqa max diagonal,rqa max vertical,rqa mean diagonal,rqa rte,rqa trapping time,sample entropy,skewness ampl alpha,skewness ampl beta,skewness ampl delta,source ampl alpha,source ampl beta,source ampl delta,source ampl gamma,source ampl theta,spectral entropy beta,spectral entropy delta,spectral entropy gamma,spectral entropy theta,std ampl alpha,std ampl beta,std ampl delta,std ampl gamma,std ampl theta,waiting time beta,waiting time delta,waiting time gamma
kurtosis ampl beta,-0.1133352534562212,0.0029761904761904765,0.13565668202764977,-0.22345430107526884,-0.043730798771121356,0.028225806451612906,0.05160728815225305,0.24693873562012159,0.132908852937133,-0.01793724850965184,-0.11433241836279343,0.07428939866363489,0.054651033066941135,0.2104041307724011,0.07466721415375227,-0.01377688172043011,-0.21774193548387097,-0.012672811059907835,-0.038546466973886334,-0.2599846390168971,-0.1534178187403994,-0.22955069124423963,0.02035330261136713,0.2408314132104455,-0.2711213517665131,-0.06518817204301076,0.1394969278033794,0.012768817204301074,-0.2037730414746544,1.0,0.008784562211981567,0.12058371735791093,-0.021409370199692784,0.03552227342549923,0.05645161290322581,0.11655285802560236,0.1943164362519201,0.07834101382488479,0.04421082949308756,0.07162058371735791,-0.1133352534562212,0.0029761904761904765,0.13690476190476192,-0.22345430107526884,-0.043730798771121356,0.12567204301075272,-0.03441820276497696,0.01636904761904762,-0.11117511520737326,0.10450268817204302,0.11290322580645162,0.08472542242703535,0.31941244239631333,0.25288018433179726,0.18457181259600616,0.1734831029185868,0.21073348694316435,-0.04022657450076805,-0.232286866359447,-0.19153225806451615,-0.051555299539170506,0.23675115207373273,-0.06970046082949309,-0.2642089093701997,-0.14448924731182797,-0.20358102918586793,0.04848310291858679,0.2741455453149002,0.08803763440860214,0.029809907834101385,-0.0606278801843318,0.4357238863287251,0.14789746543778803,0.0540994623655914,0.09672619047619048,-0.024625576036866357,0.22791858678955454,0.11664746543778802,0.20578917050691245,-0.00408026113671275,0.044642857142857144,0.01963325652841782,0.08846966205837176,0.2387672811059908,0.050115207373271894,0.030913978494623656,0.1977246543778802,0.07339669738863287,0.11578341013824885,0.09130184331797236,0.029041858678955458,-0.16589861751152074,0.02068932411674347,0.17017089093701998,-0.09216589861751152,0.10335061443932413,-0.03245007680491552,0.23651113671274965,0.10671082949308756,0.20156490015360984,-0.08602150537634409,0.033842165898617514,0.1298963133640553,-0.2208621351766513,-0.04339477726574501,0.2418394777265745,-0.07426075268817205,0.2620487711213518
kurtosis ampl delta,0.49375960061443935,0.40149769585253464,0.418394777265745,0.01944124423963134,0.5191532258064516,0.5196332565284179,0.1311289479124221,0.06679878419912683,-0.12005058235460751,0.040875767381244134,0.040025201560066205,-0.23976911903087278,0.17327549518255683,0.052903453348675786,0.017848349989334746,0.04805107526881721,-0.03043394777265745,-0.2250384024577573,0.01670506912442396,0.14304915514592936,0.12562403993855606,0.18015552995391707,0.17497119815668205,0.47167818740399386,-0.17199500768049156,0.4981758832565284,-0.04070660522273426,-0.26896121351766517,0.38767281105990786,0.008784562211981567,1.0,0.12629608294930877,0.6759312596006144,0.35613479262672815,-0.10651881720430108,0.26894043949276664,0.032930107526881726,0.10085445468509983,-0.3632872503840246,-0.37999231950844853,0.49375960061443935,0.40149769585253464,0.4161866359447005,0.01944124423963134,0.5191532258064516,0.037250384024577574,0.0559715821812596,0.09514208909370199,-0.34643817204301075,-0.16042626728110598,-0.10018241167434717,-0.13959293394777264,0.167386712749616,-0.0405625960061444,0.43327572964669736,-0.3951612903225807,-0.43169162826420887,0.02030529953917051,0.02548963133640553,-0.12644009216589863,-0.22556643625192013,-0.23804723502304148,0.022417434715821815,0.1063268049155146,0.14045698924731184,0.12149577572964669,-0.4900153609831029,-0.11098310291858679,0.07258064516129033,0.4951516897081414,-0.15058563748079878,0.2047331029185868,0.6310483870967742,0.22393433179723501,0.559331797235023,-0.21073348694316435,-0.38954493087557607,-0.4609254992319509,0.13296850998463905,0.3169642857142857,0.41359447004608296,0.27932987711213525,0.41004224270353307,0.3768721198156682,0.43245967741935487,0.2765456989247312,0.3715437788018433,-0.4072580645161291,-0.10445468509984639,0.15649001536098311,0.4859350998463903,0.28297811059907835,-0.04157066052227343,-0.24654377880184336,-0.1856758832565284,0.1431931643625192,-0.23454301075268813,-0.3852246543778802,-0.47014208909370203,0.14568932411674348,0.495199692780338,0.40673003072196623,0.4455165130568357,0.033602150537634407,0.5221774193548386,0.038018433179723504,0.3281009984639017,0.11741551459293396
kurtosis ampl gamma,0.15615399385560677,0.21092549923195086,0.0897657450076805,-0.028369815668202767,0.1455453149001536,0.19465245775729648,-0.09675047323840079,0.2143241856325584,0.002836029773342079,0.14549368730818135,-0.028589429685761576,-0.05915323063988835,0.12494432017076483,0.045779766795119345,-0.12743624890482888,-0.15188172043010753,0.10555875576036867,-0.02068932411674347,-0.1585541474654378,0.07819700460829493,0.014064900153609831,-0.19714861751152074,0.10066244239631336,0.26238479262672815,0.039938556067588324,0.13344854070660522,-0.11131912442396313,0.0032642089093701996,0.08885368663594471,0.12058371735791093,0.12629608294930877,1.0,0.1875,0.27726574500768053,0.014400921658986175,0.19712698166480075,0.02217741935483871,0.28201804915514594,-0.048675115207373276,-0.08419738863287252,0.15615399385560677,0.21092549923195086,0.08746159754224271,-0.028369815668202767,0.1455453149001536,0.20929339477726577,0.09821428571428573,-0.03523425499231951,-0.11837557603686637,0.12154377880184332,0.21471774193548387,0.35339861751152074,0.3644393241167435,0.21231758832565287,0.19513248847926268,-0.18433179723502305,-0.05947580645161291,-0.16340245775729645,0.15140168970814133,0.08856566820276497,0.0034082181259600616,0.10387864823348694,-0.20401305683563747,0.07954109062980032,0.021697388632872506,-0.20991743471582183,-0.13560867895545314,0.11376728110599078,0.01876920122887865,0.17650729646697388,-0.0019201228878648236,0.12816820276497695,0.2861463133640553,0.22614247311827962,0.1650345622119816,-0.004752304147465438,-0.15677803379416286,-0.0930299539170507,-0.019201228878648235,0.14794546850998466,0.20060483870967744,0.0673963133640553,0.11770353302611368,0.3143241167434716,0.20506912442396316,0.19143625192012292,0.17895545314900152,-0.18010752688172044,-0.11746351766513058,0.02481758832565284,0.26435291858678955,0.08237327188940093,-0.03672235023041475,-0.06557219662058372,-0.2255184331797235,0.2603686635944701,-0.01944124423963134,-0.1551459293394777,-0.09490207373271889,-0.029185867895545316,0.17319508448540707,0.2240783410138249,0.09864631336405529,-0.01828917050691244,0.15092165898617513,0.17564324116743474,0.13604070660522277,0.07805299539170507
kurtosis ampl theta,0.40557795698924737,0.32958909370199696,0.2808179723502304,0.0017281105990783411,0.38133640552995396,0.39602534562211983,0.1779079468357067,0.20772154564271555,-0.05794633714854028,0.22147452549919988,-0.1067423042869275,-0.07221920527922111,0.21170313783972808,0.10010795745450642,0.059728921227896026,-0.019681259600614436,0.033074116743471584,-0.12351190476190477,-0.09341397849462367,0.06653225806451614,0.050787250384024575,0.036770353302611365,0.11376728110599078,0.3054915514592934,-0.07594086021505377,0.39784946236559143,-0.06518817204301076,-0.13354454685099845,0.3269489247311828,-0.021409370199692784,0.6759312596006144,0.1875,1.0,0.3365015360983103,0.05645161290322581,0.3551789936290906,0.041426651305683564,0.16292242703533028,-0.2035330261136713,-0.22854262672811057,0.40557795698924737,0.32958909370199696,0.27822580645161293,0.0017281105990783411,0.38133640552995396,0.16407450076804916,0.06153993855606759,0.05021121351766514,-0.24860791090629802,-0.13152841781874042,-0.1741551459293395,0.007632488479262673,0.38628072196620583,0.15216973886328725,0.7083333333333334,-0.44959677419354843,-0.39765745007680486,-0.06773233486943164,-0.07104454685099847,-0.12759216589861752,-0.09610215053763442,-0.24548771121351767,-0.11578341013824885,0.04094662058371736,0.046706989247311835,-0.01737711213517665,-0.36947964669738864,-0.030001920122887864,-0.0473310291858679,0.4163306451612903,-0.04325076804915515,0.27947388632872505,0.5839093701996928,0.12567204301075272,0.7483198924731184,-0.08885368663594471,-0.3726958525345622,-0.36823156682027647,0.03269009216589862,0.26075268817204306,0.36688748079877115,0.23396697388632876,0.2958909370199693,0.35791090629800304,0.3791282642089094,0.1874519969278034,0.3254608294930876,-0.2896505376344086,-0.09773425499231951,0.1368567588325653,0.5420506912442397,0.09370199692780339,0.019345238095238096,-0.28710637480798773,-0.19998079877112135,0.09850230414746543,-0.09821428571428573,-0.3686635944700461,-0.37413594470046085,0.03821044546850999,0.41229838709677424,0.3395257296466974,0.2966589861751152,-0.0031682027649769587,0.40000960061443935,0.15456989247311828,0.41954685099846395,0.15869815668202766
life time alpha,0.6538978494623656,0.2622887864823349,0.2425115207373272,-0.20722926267281108,0.5350902457757296,0.47004608294930883,0.1032145763045061,0.010240320889907171,-0.0886139133416292,0.10218941845311033,-0.03109416733079732,-0.33360657325880805,-0.006828352381425521,-0.11174779246465713,-0.02999783822935744,-0.13205645161290322,0.05793970814132105,-0.1604742703533026,-0.22436635944700464,0.6040226574500768,0.5110887096774194,0.13181643625192013,-0.24596774193548387,0.3395257296466974,-0.08011712749615975,0.5842453917050692,-0.10032642089093703,-0.238863287250384,0.19066820276497698,0.03552227342549923,0.35613479262672815,0.27726574500768053,0.3365015360983103,1.0,-0.27529761904761907,-0.011856901125339289,-0.0009600614439324118,0.26617703533026116,-0.3655913978494624,-0.4046178955453149,0.6538978494623656,0.2622887864823349,0.23977534562211983,-0.20722926267281108,0.5350902457757296,-0.14986559139784947,0.11429531490015361,0.1974846390168971,-0.2019489247311828,-0.22599846390168973,0.030241935483870965,0.012576804915514593,-0.014256912442396312,-0.06360407066052227,0.2493759600614439,-0.38196044546851005,-0.518097158218126,-0.13724078341013823,0.32147657450076805,0.0405625960061444,-0.1028225806451613,-0.09034178187403995,-0.2159178187403994,0.572628648233487,0.511136712749616,0.1417530721966206,-0.5302899385560677,-0.1998367895545315,0.04785906298003073,-0.005184331797235023,-0.11453533026113673,0.38743279569892475,0.08352534562211981,0.2800499231950845,0.3016513056835638,-0.4280433947772658,-0.5609158986175116,-0.5798771121351767,-0.003840245775729647,0.4894873271889401,0.534418202764977,0.3616071428571429,0.4831989247311828,0.5276017665130569,0.5783410138248849,0.3272849462365592,0.4629416282642089,-0.518097158218126,-0.4455645161290323,0.21356566820276496,0.21342165898617513,0.38743279569892475,-0.21961405529953917,-0.12562403993855606,-0.2781298003072197,0.2620967741935484,-0.4332277265745008,-0.5565956221198156,-0.5809331797235023,-0.015456989247311828,0.6542338709677419,0.25134408602150543,0.27088133640552997,-0.1957565284178187,0.5564516129032259,-0.0767089093701997,0.1792434715821813,0.09134984639016898
life time beta,-0.26147273425499235,0.33726958525345624,0.005856374807987712,0.23598310291858676,-0.28211405529953915,-0.5362903225806451,-0.09954718721802186,0.016768214011940456,-0.1902783704707563,0.060856804259958173,-0.07235908752325496,0.14321665708567347,0.04469907268124649,0.04612923066378437,0.14242304278174311,0.14237711213517665,0.4158986175115208,0.09615015360983103,0.18236367127496161,-0.34509408602150543,-0.3516705069124424,-0.15821812596006143,0.17972350230414746,-0.05779569892473118,0.39208909370199696,-0.16513056835637482,-0.4587653609831029,0.6137192780337942,0.06269201228878649,0.05645161290322581,-0.10651881720430108,0.014400921658986175,0.05645161290322581,-0.27529761904761907,1.0,0.024865889809415998,0.4038018433179724,0.35503072196620583,0.5411386328725039,0.5413306451612903,-0.26147273425499235,0.33726958525345624,0.005952380952380953,0.23598310291858676,-0.28211405529953915,0.36472734254992323,0.25331221198156684,-0.34091781874039945,0.12413594470046084,0.18673195084485408,-0.18265168970814133,-0.2177899385560676,0.40528993855606765,0.30222734254992323,-0.03869047619047619,0.12168778801843318,0.26809715821812596,0.1361847158218126,-0.27851382488479265,0.40817012288786486,0.034322196620583716,-0.19417242703533025,0.18058755760368664,-0.3151401689708142,-0.3010752688172043,-0.16349846390168973,0.2119815668202765,0.31225998463901694,-0.04910714285714286,-0.15504992319508448,0.18735599078341017,0.014352918586789555,-0.07219662058371737,-0.10248655913978497,0.0725326420890937,0.748223886328725,0.033842165898617514,0.28360215053763443,-0.345526113671275,-0.3519585253456221,-0.0900057603686636,-0.4754704301075269,-0.4016897081413211,-0.15173771121351767,-0.12207181259600615,-0.45785330261136714,-0.41172235023041476,0.25100806451612906,0.19450844854070662,-0.44470046082949305,-0.03456221198156682,-0.27088133640552997,0.5312980030721965,-0.03888248847926268,0.13157642089093702,-0.237855222734255,0.7260464669738864,0.03989055299539171,0.2849462365591398,-0.32968509984639016,-0.2540802611367128,0.3522465437788019,-0.02697772657450077,0.22902265745007686,-0.28806643625192013,0.7530241935483871,0.02616167434715822,0.4097062211981567
life time delta,0.024217840557626196,0.01718530608449986,0.19609490322676515,-0.07502970226277451,0.17382121042450832,0.17290914110717454,0.20503325619051602,0.37433680634632455,-0.018097932608416547,0.09883638719061826,-0.01444669049682014,0.1158643448037097,0.07305456159114752,-0.021115935627149512,-0.013422799290161967,0.12336937608146546,-0.22684123995057007,0.05585224477462453,0.06264476100634724,-0.17924562268023037,-0.12987387042350382,0.08967081498839591,0.1556518295502536,0.4306887323746725,-0.23665798602397847,0.08129417836340924,0.1065680991832114,-0.15409171098113,0.08976682228495736,0.11655285802560238,0.26894043949276664,0.19712698166480075,0.3551789936290906,-0.011856901125339287,0.024865889809415998,1.0,-0.061900704457995996,0.061444669799329096,-0.11189650414237198,-0.09341509955429253,0.024217840557626196,0.01718530608449986,0.1949428156680277,-0.07502970226277451,0.17382121042450832,0.15200355228091844,0.09022285694362425,0.02985826923061148,-0.19004644354339367,-0.06115664790964475,-0.04829167017041022,-0.08218224585660268,0.17516531257636866,0.03225845164464778,0.20574363653119102,-0.12646561139557227,0.002040155051930849,0.02844216160633007,-0.31329581050415733,-0.2557154343914267,0.07896600142179404,-0.011328860994251302,-0.023737804074818937,-0.1720210736139811,-0.10071165409296284,0.06394085950992685,-0.10419191859331547,0.12488149100230833,0.06938927358978923,0.3513867054149133,-0.0037442845658966174,0.29579848070583276,0.48680499721484094,0.01204891571846219,0.18865433774325263,-0.12365739797114982,0.07829395034586388,-0.037058816472720364,0.21611242455982782,0.08427040455681424,0.13659438118280542,0.0908469043712737,0.1456190670595819,0.32455266602598754,0.09934355011696216,0.2413143399072089,0.2300574843853787,-0.04013104996268682,0.1314339889926274,0.2679323628788714,0.29959076892001013,-0.022561714691941154,0.003432260852071899,-0.04104311928002061,-0.035138670541491335,0.018745424653623447,-0.13174601270645214,0.08503846292930585,-0.04253123237672311,0.22636120346776278,0.02587396642331124,0.03984302807300247,0.204087510665506,-0.07668582812845956,0.16256435490267812,0.08698261068467526,0.6665786600261593,0.14401094484217758
life time gamma,-0.057315668202764986,0.2737135176651306,0.04949116743471583,0.15500192012288788,-0.11275921658986175,-0.41364247311827956,-0.0732686294472427,-0.08668145103646484,-0.08753237656365977,0.05239311595513586,0.13039815982337624,-0.02545319734934955,0.07893769065052197,-0.14365653185737975,0.10354953050877631,-0.06206797235023042,0.2902265745007681,-0.3234447004608295,-0.09893433179723503,-0.08054915514592934,-0.13589669738863286,-0.270113287250384,0.06259600614439324,-0.11410330261136714,0.39660138248847926,-0.016849078341013825,-0.4145065284178188,0.6639304915514593,-0.04473886328725038,0.1943164362519201,0.032930107526881726,0.02217741935483871,0.041426651305683564,-0.0009600614439324118,0.4038018433179724,-0.061900704457995996,1.0,0.28134600614439326,0.5637000768049155,0.5431067588325653,-0.057315668202764986,0.2737135176651306,0.04718701996927803,0.15500192012288788,-0.11275921658986175,0.2944028417818741,0.3105798771121352,-0.222542242703533,0.1606182795698925,-0.02481758832565284,0.1863479262672811,-0.15178571428571427,0.334773425499232,0.17132296466973887,0.10061443932411675,0.05467549923195084,-0.0031201996927803385,-0.04949116743471583,-0.049251152073732714,0.3513824884792627,-0.35152649769585254,-0.19714861751152074,-0.05947580645161291,-0.045170890937019974,-0.12768817204301075,-0.22844662058371737,0.12456797235023041,-0.014592933947772658,0.10320660522273427,-0.2867703533026114,0.09682219662058372,0.1606182795698925,-0.1151593701996928,9.600614439324118e-05,-0.008496543778801845,0.5324500768049155,-0.15442588325652842,0.23497503840245776,-0.20578917050691245,-0.43053955453149007,-0.03269009216589862,-0.5468029953917052,-0.3516225038402458,-0.18082757296466975,-0.01564900153609831,-0.4604454685099847,-0.41489055299539174,0.07973310291858679,0.17045890937019972,-0.24683179723502308,-0.06442012288786483,-0.0734447004608295,0.3691436251920123,-0.0669162826420891,0.12792818740399386,0.08462941628264209,0.542002688172043,-0.15058563748079878,0.22883064516129037,-0.19215629800307218,-0.041282642089093706,0.29651497695852536,0.025825652841781878,0.16623463901689708,-0.10992703533026114,0.4202668970814133,-0.11933563748079876,0.8306931643625193
lyapunov exponent,0.4107142857142857,0.6508736559139785,0.2502400153609831,0.16964285714285715,0.20900537634408603,-0.043010752688172046,-0.04110641868160034,0.07838454870960575,-0.16573950268616083,0.2569162202756433,-0.05378860841763638,0.005396077838062104,0.14279004962151168,0.017231256908791247,0.24497830379383095,-0.09557411674347159,0.4072580645161291,-0.13652073732718895,-0.09019777265745008,0.2031009984639017,0.18217165898617513,-0.21582181259600616,0.022465437788018433,0.04176267281105991,0.29982718894009214,0.44273233486943164,-0.6489535330261136,0.3221006144393241,0.367415514592934,0.07834101382488479,0.10085445468509983,0.28201804915514594,0.16292242703533028,0.26617703533026116,0.35503072196620583,0.0614446697993291,0.28134600614439326,1.0,0.10815092165898618,0.08285330261136713,0.4107142857142857,0.6508736559139785,0.24529569892473124,0.16964285714285715,0.20900537634408603,0.34173387096774194,0.24539170506912444,-0.2891225038402458,0.054483486943164364,0.04387480798771122,-0.3257008448540707,-0.044642857142857144,0.3406298003072197,0.16676267281105991,0.1688268049155146,-0.13868087557603687,-0.10709485407066054,-0.0995583717357911,0.17367511520737328,0.11045506912442396,-0.11573540706605223,-0.15562596006144394,-0.0813652073732719,0.20809331797235026,0.1988767281105991,-0.19700460829493086,-0.21740591397849462,-0.1480414746543779,-0.19220430107526884,-0.07138056835637482,-0.026449692780337944,0.18058755760368664,-0.02548963133640553,-9.600614439324118e-05,0.1347926267281106,0.35291858678955457,-0.4881432411674347,-0.23209485407066052,-0.47014208909370203,0.10104646697388635,0.46409370199692784,-0.12207181259600615,0.02721774193548387,0.32056451612903225,0.4515649001536098,-0.09725422427035331,-0.0648521505376344,-0.16925883256528418,-0.2740015360983103,-0.13210445468509985,0.19177227342549927,0.1937403993855607,0.1979646697388633,-0.003504224270353303,-0.15524193548387097,-0.07598886328725038,0.3292530721966206,-0.48391897081413215,-0.23310291858678953,-0.4639016897081414,0.4206989247311828,0.6416570660522274,0.24011136712749614,0.18245967741935484,0.21370967741935484,0.52088133640553,0.0023521505376344087,0.33544546850998463
lzc exhaustive,-0.5145449308755761,0.00993663594470046,-0.19623655913978497,0.27059331797235026,-0.5666282642089093,-0.835541474654378,-0.24795771679697043,-0.17597904244626367,0.04369408582996525,0.043280224286023204,0.11423121684178188,0.11263888266998821,0.11121497336130289,0.018252766678735193,0.08436740436534723,0.07454877112135176,0.38272849462365593,-0.06706029185867896,0.10229454685099847,-0.30664362519201227,-0.3936251920122888,-0.45180491551459295,0.004464285714285715,-0.4266033026113672,0.5622119815668203,-0.46217357910906304,-0.3535426267281106,0.9192108294930876,-0.2582085253456221,0.04421082949308756,-0.3632872503840246,-0.048675115207373276,-0.2035330261136713,-0.3655913978494624,0.5411386328725039,-0.11189650414237197,0.5637000768049155,0.10815092165898618,1.0,0.99303955453149,-0.5145449308755761,0.00993663594470046,-0.19551651305683562,0.27059331797235026,-0.5666282642089093,0.48387096774193544,0.3616551459293395,-0.20271697388632873,0.09773425499231951,0.181931643625192,0.16877880184331798,-0.1807315668202765,0.3329493087557604,0.2566244239631337,-0.13085637480798773,0.49630376344086025,0.5099366359447005,0.09773425499231951,-0.3528225806451613,0.4515168970814133,-0.14698540706605223,0.056739631336405534,0.14180107526881722,-0.2659370199692781,-0.37893625192012287,-0.4155625960061444,0.585397465437788,0.2963709677419355,0.013680875576036866,-0.32843701996927804,0.2040610599078341,-0.11487135176651306,-0.31706029185867896,-0.2763056835637481,-0.17986751152073735,0.8185003840245776,0.31062788018433185,0.6827956989247312,-0.42170698924731187,-0.859831029185868,-0.40716205837173586,-0.8818644393241167,-0.8282450076804917,-0.5673003072196621,-0.4321716589861752,-0.7667530721966206,-0.7261424731182796,0.6113191244239632,0.2828821044546851,-0.42924347158218124,-0.31096390168970817,-0.3816244239631336,0.506192396313364,0.011904761904761906,0.443068356374808,-0.3664074500768049,0.8415418586789555,0.31192396313364057,0.6798675115207373,-0.40740207373271886,-0.49577572964669736,0.019057219662058374,-0.23963133640552997,0.26972926267281105,-0.5551075268817204,0.43629992319508454,-0.1326804915514593,0.4409562211981567
lzc primitive,-0.5533794162826421,-0.021745391705069127,-0.20967741935483872,0.2654089861751152,-0.5921658986175116,-0.8469662058371735,-0.2435251889802125,-0.15960947839597406,0.0575137224373525,0.02438119301445974,0.1210370191298083,0.13687032654656897,0.07578986863071588,0.02916679211550469,0.09469810694069589,0.08827764976958526,0.3446140552995392,-0.051603302611367134,0.11923963133640554,-0.34504608294930883,-0.4165706605222735,-0.43485983102918585,0.005952380952380953,-0.42665130568356374,0.5300979262672811,-0.49457565284178195,-0.3228686635944701,0.9024097542242703,-0.2702572964669739,0.07162058371735791,-0.37999231950844853,-0.08419738863287252,-0.22854262672811057,-0.4046178955453149,0.5413306451612903,-0.09341509955429253,0.5431067588325653,0.08285330261136713,0.99303955453149,1.0,-0.5533794162826421,-0.021745391705069127,-0.20857334869431646,0.2654089861751152,-0.5921658986175116,0.48636712749615973,0.3539746543778802,-0.2191820276497696,0.09615015360983103,0.18629992319508448,0.17204301075268819,-0.1952284946236559,0.3325652841781874,0.266321044546851,-0.13786482334869432,0.5241455453149002,0.5442108294930875,0.1069988479262673,-0.3901209677419355,0.43053955453149007,-0.13738479262672812,0.06264400921658986,0.15447388632872505,-0.30160330261136714,-0.40490591397849457,-0.3979934715821813,0.6073348694316437,0.2879224270353303,0.028657834101382493,-0.32699692780337947,0.22052611367127495,-0.11319124423963135,-0.3202764976958526,-0.301363287250384,-0.18822004608294932,0.8114919354838709,0.3495103686635945,0.7031490015360983,-0.4024097542242704,-0.8616551459293394,-0.43750000000000006,-0.8783602150537634,-0.836405529953917,-0.5767089093701998,-0.46433371735791085,-0.7703533026113671,-0.7297427035330262,0.6340725806451613,0.30352342549923195,-0.42377112135176653,-0.34101382488479265,-0.42482718894009225,0.5252976190476191,0.00019201228878648236,0.47940668202764974,-0.39386520737327196,0.8333333333333334,0.35171850998463905,0.7009408602150538,-0.38964093701996927,-0.5355222734254993,-0.010560675883256529,-0.2522561443932411,0.263536866359447,-0.5849174347158218,0.44201228878648235,-0.1338325652841782,0.41455453149001537
mean ampl alpha,1.0,0.6209677419354839,0.6021025345622121,0.07848502304147466,0.8696716589861752,0.6180875576036866,0.10089277601953765,-0.0085460585528909,-0.15189583192815204,0.08658449314109419,0.07122057041187507,-0.3285498713854039,0.03012223532799059,-0.08758102185466753,0.04008603604941621,-0.0655241935483871,0.12365591397849462,-0.20142089093701995,-0.12576804915514594,0.6041666666666667,0.6139592933947773,0.31893241167434716,-0.09451804915514593,0.29257872503840243,-0.09898233486943166,0.9771985407066053,-0.24284754224270355,-0.3120679723502305,0.625768049155146,-0.1133352534562212,0.49375960061443935,0.15615399385560677,0.40557795698924737,0.6538978494623656,-0.26147273425499235,0.024217840557626196,-0.057315668202764986,0.4107142857142857,-0.5145449308755761,-0.5533794162826421,1.0,0.6209677419354839,0.5982622887864822,0.07848502304147466,0.8696716589861752,-0.18471582181259602,-0.044450844854070665,0.18711597542242703,-0.22676651305683565,-0.2739535330261137,-0.2391993087557604,0.013008832565284179,-0.02059331797235023,-0.12067972350230415,0.2438556067588326,-0.5051843317972351,-0.6286962365591399,-0.07334869431643626,0.38964093701996927,-0.09739823348694318,-0.14218509984639016,-0.21966205837173577,-0.10690284178187405,0.5571236559139785,0.6023905529953917,0.2950268817204301,-0.7518721198156683,-0.3902169738863287,-0.12259984639016898,0.2009888632872504,-0.3607430875576037,0.09571812596006146,0.15327380952380953,0.21135752688172046,0.2599846390168971,-0.32982910906298,-0.737855222734255,-0.8497503840245776,0.03422619047619048,0.5531874039938556,0.7385272657450077,0.4305875576036867,0.5311539938556068,0.4881432411674347,0.7814900153609832,0.3630472350230415,0.3800403225806452,-0.6739151305683564,-0.45910138248847926,0.20497311827956993,0.5241935483870968,0.6327764976958525,-0.19580453149001537,-0.13095238095238096,-0.4602054531490015,0.26656105990783413,-0.3518145161290323,-0.7336309523809524,-0.8512384792626728,0.022945468509984638,0.9960157450076804,0.5996063748079878,0.6300403225806452,0.0848694316436252,0.8864247311827956,-0.06451612903225808,0.18087557603686638,-0.003024193548387097
